,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
TCB         ,  28.68 ,  33.25 ,  28.40 ,  20.29 ,  22.54 ,  20.81 ,  30.01 ,  16.56 ,  23.46 ,  29.76 ,  15.97 ,  70.60 ,,  36.24 
TCC         ,,,,,,,,,,,,,,  497.30 
TCCC        ,  60.44 ,  48.36 ,  40.39 ,  47.78 ,  66.86 ,  63.22 ,  192.07 ,  57.00 ,  58.70 ,  57.83 ,  55.79 ,  57.13 ,  68.72 ,  64.26 
TCJ         ,,  19.39 ,,,,,,,  54.78 ,,  3.87 ,,  6.40 ,
TCMC        ,,,,,,,,  39.63 ,,,  6.55 ,  64.62 ,,  39.47 
TCOAT       ,,,  29.28 ,  23.99 ,,  39.29 ,  29.74 ,  27.03 ,  48.34 ,  41.17 ,  27.85 ,  35.97 ,  (78.16),  29.31 
TEAM        ,,,  64.07 ,  34.99 ,  38.19 ,  46.83 ,  77.21 ,,  79.93 ,  99.54 ,  106.40 ,,  53.13 ,
TF          ,  42.45 ,  44.22 ,  38.35 ,  39.76 ,  49.45 ,  35.17 ,  37.62 ,  41.20 ,  37.01 ,  43.08 ,  38.60 ,  41.68 ,  40.50 ,  39.18 
TFD         ,  93.63 ,,,  77.46 ,  68.14 ,  70.55 ,  23.08 ,  19.39 ,,  4.75 ,  17.28 ,  195.62 ,,
TFI         ,,  138.13 ,,,,,,,,,,,,
TGCI        ,  87.14 ,  89.95 ,,,,,,,,  33.47 ,  47.50 ,  51.61 ,  49.07 ,  47.71 
TGPRO       ,,,,,,,,,,,,,,
TH          ,,,  52.55 ,,  58.58 ,,  88.40 ,,,  60.07 ,,,,
THAI        ,  20.62 ,  24.77 ,  41.87 ,  37.60 ,  31.18 ,  207.85 ,,  5.78 ,  17.78 ,,  17.52 ,,,
THANA       ,,,,,,,,  51.65 ,  41.21 ,  217.01 ,,,,  117.05 
THANI       ,,  72.28 ,  57.92 ,  61.18 ,  72.86 ,  61.41 ,  60.27 ,  67.62 ,  12.09 ,  52.42 ,  8.23 ,  9.61 ,  10.30 ,  58.09 
THCOM       ,,  20.27 ,,,,,,,,,  252.08 ,  43.74 ,  44.50 ,  33.57 
THIP        ,  26.48 ,  191.27 ,  (61.52),  12.89 ,  29.46 ,  22.08 ,  37.45 ,  24.58 ,  30.04 ,  32.85 ,  30.76 ,  32.47 ,  34.99 ,  34.79 
THL         ,,,,,,,,,,,,,,
THRE        ,  91.29 ,  86.66 ,  93.35 ,  88.18 ,  92.30 ,  87.59 ,  90.31 ,  91.27 ,  82.90 ,  (14.30),,,,
TIC         ,  7.92 ,  7.00 ,  48.79 ,,  56.00 ,  54.88 ,,  26.96 ,  20.51 ,  (13.18),  (23.15),  40.64 ,  40.25 ,  40.06 
TICON       ,  68.07 ,  83.10 ,  79.99 ,  85.95 ,  89.21 ,  73.55 ,  72.63 ,  80.85 ,  85.21 ,  71.59 ,  68.24 ,  64.51 ,  72.15 ,  71.40 
TIP         ,  57.86 ,  59.70 ,  44.99 ,  69.40 ,  69.04 ,  70.00 ,  60.47 ,  65.71 ,  91.64 ,  837.64 ,  56.68 ,  38.97 ,  50.06 ,  50.46 
TIPCO       ,  2.20 ,  15.89 ,  61.79 ,  16.20 ,  42.39 ,  69.86 ,  224.76 ,  35.11 ,,  16.85 ,,,,  10.15 
TISCO       ,,,,,,,,  58.92 ,  56.70 ,  52.36 ,  47.15 ,  37.68 ,  37.68 ,  45.21 
TIW         ,  49.93 ,  50.03 ,  49.95 ,  49.97 ,  50.01 ,  49.99 ,  59.95 ,  49.94 ,  49.98 ,  49.96 ,  50.05 ,  49.98 ,  (82.08),  (149.92)
TK          ,,  44.74 ,  44.93 ,  57.86 ,  60.35 ,  55.58 ,  52.16 ,  53.92 ,  48.84 ,  46.42 ,  56.17 ,  50.15 ,  46.01 ,  48.99 
TKS         ,,  78.32 ,  69.03 ,  62.40 ,  49.15 ,  22.76 ,  208.33 ,  43.88 ,  51.22 ,  43.62 ,  41.02 ,  76.97 ,  70.62 ,  63.11 
TKT         ,,,  41.40 ,  50.07 ,  158.85 ,  81.91 ,  62.04 ,  105.84 ,  63.18 ,  (72.07),  43.38 ,  82.38 ,  110.04 ,  103.58 
TLUXE       ,  73.15 ,  39.08 ,  79.79 ,  62.19 ,  57.98 ,  70.56 ,  74.90 ,  66.42 ,  61.10 ,  61.07 ,  66.05 ,  90.01 ,,
TMB         ,,,,,,,,,  20.39 ,  32.57 ,  89.53 ,  30.40 ,  27.47 ,  28.13 
TMD         ,  38.22 ,  37.57 ,  40.13 ,  41.36 ,  41.04 ,  37.55 ,  41.68 ,  41.97 ,  49.15 ,  45.59 ,  43.32 ,  21.55 ,  55.85 ,  56.15 
TMI         ,,,,,,,,,  65.47 ,,  46.92 ,  57.27 ,  (184.08),"  1,631.48 "
TMT         ,,,,  77.21 ,  66.76 ,  73.42 ,  57.95 ,  76.23 ,  79.02 ,  78.89 ,  76.72 ,  79.10 ,  84.63 ,  88.26 
TMW         ,,,  30.28 ,  30.12 ,  40.30 ,  43.47 ,  50.41 ,  29.57 ,  28.97 ,  61.10 ,,  24.37 ,,  31.51 
TNDT        ,,,,,,  39.55 ,  39.37 ,  39.92 ,  49.11 ,  40.71 ,  40.60 ,  40.62 ,  42.02 ,  44.09 
TNH         ,,,,,  60.29 ,  59.62 ,  57.42 ,  43.85 ,  52.44 ,  50.07 ,  61.01 ,  62.67 ,  60.30 ,  53.93 
TNITY       ,,  47.48 ,  47.83 ,  49.08 ,  70.73 ,  34.11 ,,,  99.42 ,  37.49 ,  85.44 ,  85.92 ,  32.96 ,  81.10 
TNL         ,  48.16 ,  49.33 ,  50.60 ,  49.21 ,  47.71 ,  45.47 ,  45.97 ,  58.58 ,  54.90 ,  47.15 ,  49.74 ,  55.00 ,  49.01 ,  51.96 
TNPC        ,,,,,,,,  26.02 ,  49.51 ,  (3.72),  4.34 ,  20.91 ,  (41.07),  28.14 
TOG         ,,,,,  48.63 ,  59.24 ,  76.93 ,  89.72 ,  83.29 ,  (35.76),  70.99 ,  85.94 ,  81.67 ,  78.49 
TOP         ,,,  24.36 ,  38.07 ,  43.03 ,  47.87 ,"  2,509.32 ",  43.13 ,  45.34 ,  45.32 ,  36.43 ,  45.14 ,  (58.78),  45.22 
TOPP        ,  25.82 ,  31.50 ,  30.21 ,  30.34 ,  33.06 ,  34.69 ,  30.09 ,  29.01 ,  27.42 ,  29.12 ,  28.60 ,  28.26 ,  28.11 ,  28.97 
TPA         ,  53.98 ,  118.75 ,  70.59 ,  79.85 ,  77.55 ,  145.35 ,  100.89 ,  89.35 ,  93.48 ,  81.77 ,  80.71 ,  90.90 ,  77.34 ,  78.21 
TPAC        ,,,,  55.11 ,  56.22 ,  67.78 ,  54.38 ,  50.53 ,  54.72 ,  52.38 ,  11.01 ,  52.05 ,  64.67 ,  50.07 
TPC         ,  50.33 ,  66.97 ,  55.52 ,  62.05 ,  63.72 ,  61.52 ,  65.32 ,  65.64 ,  65.65 ,  32.57 ,  59.06 ,  60.45 ,  51.51 ,  59.97 
TPCORP      ,  22.89 ,  25.05 ,  26.09 ,  27.72 ,  37.99 ,  51.18 ,  57.76 ,  66.58 ,  86.47 ,  73.46 ,  81.83 ,  112.49 ,  62.71 ,  71.96 
TPIPL       ,,,,,  25.42 ,,,  4.24 ,  13.28 ,  3.11 ,  81.33 ,  499.74 ,  30.31 ,  111.03 
TPOLY       ,,,,,,,,,  7.93 ,  68.35 ,,,,
TPP         ,,,,,,,,,,,  24.99 ,  59.22 ,  54.78 ,  78.37 
TPROP       ,,,,,,,,,,,,,,
TR          ,  19.55 ,  18.53 ,  17.65 ,  15.80 ,  19.09 ,  12.96 ,  11.73 ,  43.57 ,  11.60 ,  17.79 ,,"  (1,338.54)",  (1.04),
TRC         ,,,,,,,,,,,,  181.75 ,  7.51 ,  16.67 
TRS         ,  86.41 ,  62.50 ,,,,,,,,,,,,
TRT         ,,,,,,  50.97 ,  50.18 ,  59.41 ,  55.27 ,  56.13 ,  10.52 ,  52.03 ,  64.04 ,  (33.50)
TRU         ,  74.46 ,  59.75 ,  57.11 ,  41.87 ,,,,,  56.13 ,  66.10 ,  53.15 ,  33.41 ,  58.15 ,  61.06 
TRUBB       ,  55.37 ,,,,  82.64 ,,,  45.48 ,  35.12 ,  12.12 ,,,,
TRUE        ,,,,,,,,,,,,,,  3.78 
TSC         ,,,,  37.68 ,  58.27 ,  65.05 ,  67.68 ,  87.99 ,  43.59 ,  64.89 ,  84.26 ,  39.73 ,  143.48 ,  98.92 
TSF         ,,,,  74.88 ,  73.09 ,,,,,,,,,
TSI         ,  129.43 ,  97.59 ,  55.08 ,  42.10 ,  48.99 ,  41.96 ,  (123.15),  377.61 ,,,,,,
TSTE        ,  96.68 ,  29.63 ,  1.76 ,,,,  0.73 ,,  47.91 ,  24.76 ,  27.04 ,  222.13 ,  81.62 ,  14.71 
TSTH        ,,,,,  33.16 ,,  22.98 ,,,,,,,
TT&T        ,,,,,,,,,,,,,,
TTA         ,  26.63 ,  31.16 ,  66.86 ,  37.87 ,  24.81 ,  21.38 ,  16.50 ,  21.08 ,  23.14 ,  253.81 ,,,  242.46 ,  (0.80)
TTCL        ,,,,,,,,  50.88 ,  52.69 ,  51.69 ,  56.30 ,  59.85 ,  72.97 ,  70.24 
TTI         ,"  6,147.54 ",  37.18 ,  50.04 ,  58.03 ,  59.71 ,  (79.81),  102.30 ,  (19.21),  122.99 ,  90.96 ,  (26.61),  97.04 ,  (83.84),  375.75 
TTL         ,  62.31 ,  67.42 ,  72.80 ,  (83.91),,,,  60.03 ,  63.43 ,  62.99 ,  8.80 ,  30.95 ,  (152.76),  15.59 
TTTM        ,  23.37 ,  16.96 ,  24.60 ,  41.49 ,"  1,371.12 ",  44.05 ,  126.08 ,  11.13 ,  21.47 ,  11.76 ,  16.27 ,  13.66 ,  65.07 ,  114.96 
TTW         ,,,,,,,  58.75 ,  70.10 ,  67.70 ,  75.53 ,  85.69 ,  93.02 ,  87.21 ,  89.31 
TUCC        ,,,,,,,,,,,,,,
TVI         ,  96.58 ,  81.03 ,  87.24 ,  92.28 ,  88.97 ,  91.73 ,,  87.16 ,  78.26 ,  52.54 ,  40.17 ,  98.07 ,  18.81 ,  67.86 
TVO         ,  74.07 ,  77.53 ,  81.34 ,  68.72 ,  74.20 ,  59.65 ,  108.30 ,  70.85 ,  74.27 ,  96.59 ,  45.55 ,  84.31 ,  84.26 ,  80.75 
TWP         ,,,,,,,,,,,,,  84.26 ,  492.68 
TWZ         ,,,,  57.99 ,  57.87 ,  37.96 ,  159.81 ,,  41.43 ,  53.19 ,,  45.18 ,  63.52 ,  31.91 
TYCN        ,,  56.64 ,  48.48 ,  51.32 ,,,,,,,,,,
UAC         ,,,,,,,,,  20.81 ,  24.63 ,  4.37 ,  76.04 ,  8.08 ,  65.58 
UBIS        ,,,,,,  81.23 ,  82.94 ,  119.29 ,  84.63 ,  66.47 ,  53.35 ,  78.55 ,  132.76 ,  5.81 
UEC         ,,,,  64.66 ,  59.67 ,  64.95 ,  31.38 ,  46.90 ,  39.87 ,  42.93 ,  63.97 ,  78.85 ,  100.30 ,  96.08 
UKEM        ,,,,,  72.16 ,  48.87 ,  41.83 ,  46.62 ,  32.10 ,  39.64 ,  39.96 ,  32.23 ,  31.95 ,  21.88 
UMI         ,,,  51.70 ,,,,,  53.01 ,  51.19 ,  52.69 ,  8.73 ,  369.92 ,  306.99 ,  (70.32)
UMS         ,,,  78.04 ,  42.55 ,  60.45 ,  79.00 ,  46.80 ,,,  50.71 ,,,,
UNIQ        ,,,,,,  11.73 ,  44.94 ,  49.27 ,  25.30 ,,  12.30 ,  21.38 ,  40.89 ,  40.95 
UOBKH       ,,,,  20.38 ,  19.15 ,  20.19 ,  22.43 ,  21.68 ,  20.20 ,  21.51 ,  21.18 ,,  21.14 ,  21.38 
UP          ,  47.80 ,  47.94 ,  62.11 ,  59.39 ,  75.21 ,  107.91 ,  93.78 ,  210.08 ,  99.05 ,  95.39 ,,  97.07 ,  98.61 ,  97.94 
UPF         ,  36.40 ,  62.43 ,  79.18 ,  75.29 ,  97.10 ,  98.53 ,  101.67 ,  98.24 ,  99.32 ,  94.43 ,  95.19 ,  94.38 ,  99.93 ,  99.71 
UPOIC       ,  99.99 ,  87.88 ,  69.74 ,  85.49 ,  62.60 ,  93.88 ,  97.74 ,  94.71 ,  92.55 ,  91.94 ,  59.54 ,  88.14 ,  51.64 ,  (271.02)
UT          ,  263.13 ,,,,,,,,  25.53 ,  39.45 ,,,,
UTP         ,,,  49.43 ,  54.03 ,  53.56 ,  778.44 ,,  364.41 ,  77.34 ,  191.96 ,  88.43 ,  60.32 ,  65.19 ,  59.45 
UV          ,  18.56 ,  23.15 ,  60.54 ,  44.95 ,  36.40 ,  75.61 ,  61.84 ,  92.73 ,  67.42 ,  72.73 ,  19.85 ,  54.52 ,  36.30 ,  33.33 
UVAN        ,,  76.64 ,  73.20 ,  40.28 ,  68.34 ,  74.43 ,  74.83 ,  72.87 ,  78.84 ,  69.65 ,  67.22 ,  70.57 ,  73.85 ,  100.45 
VARO        ,  6.80 ,  56.95 ,  17.16 ,  21.24 ,  14.42 ,  22.07 ,,  29.23 ,  29.46 ,  36.60 ,,,,
VIBHA       ,  87.90 ,  93.99 ,  86.19 ,  84.40 ,  75.25 ,  85.61 ,  80.73 ,  86.66 ,  84.23 ,  147.43 ,  66.86 ,  575.69 ,  632.96 ,  54.85 
VNG         ,  42.49 ,  61.25 ,  52.79 ,  42.82 ,  45.70 ,  51.54 ,  42.43 ,  84.87 ,  42.66 ,  41.94 ,  40.52 ,,  56.71 ,  49.44 
VNT         ,,,  24.43 ,  28.76 ,  30.60 ,  30.79 ,  40.09 ,  42.10 ,  54.99 ,  59.58 ,  60.28 ,  38.28 ,  (12.30),  83.76 
VTE         ,,,,,,,,,,  25.78 ,  76.56 ,,,
WACOAL      ,  34.30 ,  33.93 ,  35.53 ,  35.53 ,  39.51 ,  44.37 ,  40.68 ,  50.67 ,  67.33 ,  63.97 ,  69.05 ,  106.16 ,  104.09 ,  39.48 
WAVE        ,,  95.99 ,,  78.79 ,  95.88 ,,,,,,,,,
WG          ,  50.62 ,  50.15 ,  51.37 ,  45.88 ,  44.35 ,  49.69 ,  50.77 ,  49.97 ,  47.09 ,  47.68 ,  47.78 ,  49.77 ,  53.92 ,  51.00 
WIN         ,,,,,,,,,,,,,,
WORK        ,,,  48.63 ,  79.37 ,  75.44 ,  100.19 ,  70.35 ,  79.31 ,  61.01 ,  76.47 ,  89.03 ,,  79.51 ,  86.68 
WR          ,,,,,,,,,,,,,,
YCI         ,,,,,,,,,,,,,,
YNP         ,,,,  18.24 ,  10.86 ,,,,,,,,,
YUASA       ,  39.70 ,  109.56 ,  265.02 ,,,,,  12.20 ,,,  10.08 ,  20.93 ,,  19.59 
ZMICO       ,  14.22 ,  35.78 ,  52.31 ,  75.25 ,  249.70 ,,  (261.60),,,  222.03 ,  62.16 ,  87.55 ,  41.35 ,  197.40 
BCH         ,,,,  76.31 ,  58.55 ,  60.14 ,  62.81 ,  37.02 ,  32.53 ,  59.29 ,  39.45 ,  68.23 ,  57.34 ,  56.75 
AMARIN      ,  49.17 ,  0.57 ,  55.12 ,  64.05 ,  59.35 ,  70.99 ,  58.01 ,  71.78 ,  64.79 ,  76.28 ,  68.76 ,  0.86 ,  (180.80),
GSTEL       ,,,,,  16.54 ,  17.71 ,,,,,,,,
PJW         ,,,,,,,,,,,  40.85 ,  39.67 ,,  58.29 
VIH         ,,,,,,,,,,,  177.60 ,  56.05 ,  16.57 ,  56.23 
AAV         ,,,,,,,,,,,,,,  44.97 
FPI         ,,,,,,,,,,,  36.30 ,  216.16 ,  132.73 ,  69.31 
JMT         ,,,,,,,,,,,  40.97 ,  78.21 ,  76.87 ,  62.55 
WHA         ,,,,,,,,,,,  29.22 ,  557.51 ,,
SNP         ,  65.52 ,  77.41 ,  80.95 ,  87.22 ,  86.08 ,  86.39 ,  99.97 ,  89.31 ,  83.47 ,  86.45 ,  83.14 ,  430.86 ,  78.82 ,  89.00 
UWC         ,,,,,,,,,,,,,,  205.64 
SRICHA      ,,,,,,,,,,,  74.22 ,  89.76 ,  91.82 ,  136.97 
TVD         ,,,,,,,,,,,  113.21 ,  157.73 ,  (129.56),
ANAN        ,,,,,,,,,,,,  20.54 ,  25.10 ,  27.62 
HOTPOT      ,,,,,,,,,,,  69.62 ,  56.95 ,,
PPS         ,,,,,,,,,,,  78.55 ,  99.35 ,  81.27 ,  79.24 
TMC         ,,,,,,,,,,,  44.94 ,  167.01 ,,
TMILL       ,,,,,,,,,,,  47.49 ,  47.76 ,  46.64 ,  48.12 
BEAUTY      ,,,,,,,,,,,  60.45 ,  922.38 ,  986.19 ,  99.13 
ARROW       ,,,,,,,,,,,  53.46 ,  66.76 ,  56.65 ,  56.21 
DNA         ,,,,,,,,,,,  4.83 ,  156.62 ,,
MPG         ,,,,,,,,,,,,,,
ABC         ,  52.20 ,  79.67 ,  59.56 ,,,,,,,,,,,
KKP         ,  50.00 ,  49.48 ,  48.95 ,  47.16 ,  55.72 ,  55.71 ,  49.03 ,  46.95 ,  50.79 ,  53.27 ,  53.19 ,  50.31 ,  59.19 ,  76.58 
WORLD       ,,,,,,,,,,,,,,
WIIK        ,,  71.02 ,,,  59.96 ,,  44.68 ,,,,,,,  39.60 
AEC         ,,  42.81 ,  81.24 ,,,  78.52 ,,,,,,,,
PRINC       ,,,,  33.95 ,,,  16.12 ,,,,,,,
EFORL       ,,,,,,,,,,,,,  38.22 ,  88.77 
VGI         ,,,,,,,,,,,,  136.08 ,  168.41 ,  61.47 
AKP         ,,,,,,,,,,,,  47.93 ,  49.47 ,  51.36 
EA          ,,,,,,,,,,,,  27.84 ,  4.64 ,  13.88 
PPP         ,,,,,,,,,,,,  11.46 ,  29.23 ,  35.05 
ECF         ,,,,,,,,,,,,  38.25 ,  51.35 ,  42.75 
SANKO       ,,,,,,,,,,,,,,
CHO         ,,,,,,,,,,,,  27.24 ,  52.35 ,  16.31 
CHG         ,,,,,,,,,,,,  716.73 ,  686.61 ,  73.55 
PTG         ,,,,,,,,,,,,  58.82 ,  50.70 ,  51.33 
MONO        ,,,,,,,,,,,,,,
NOK         ,,,,,,,,,,,,  60.38 ,,
CKP         ,,,,,,,,,,,,,  122.01 ,  39.90 
MC          ,,,,,,,,,,,,  79.62 ,  89.93 ,  81.97 
PACE        ,,,,,,,,,,,,,,
AUCT        ,,,,,,,,,,,,  94.87 ,  92.37 ,  99.66 
M           ,,,,,,,,,,,,  71.08 ,  79.94 ,  93.18 
BKD         ,,,,,,,,,,,,  255.51 ,  10.68 ,  68.65 
SEAOIL      ,,,,,,,,,,,,  7.92 ,  7.36 ,  67.68 
CSS         ,,,,,,,,,,,,  106.81 ,  26.36 ,  89.33 
NYT         ,,,,,,,,,,,,  81.61 ,  92.03 ,  90.65 
WINNER      ,,,,,,,,,,,,  81.35 ,  83.65 ,  89.91 
THREL       ,,,,,,,,,,,,  70.50 ,  72.64 ,  77.19 
FVC         ,,,,,,,,,,,,  51.25 ,  66.97 ,  99.26 
BJCHI       ,,,,,,,,,,,,  318.33 ,  39.85 ,  60.60 
MEGA        ,,,,,,,,,,,,  25.00 ,  55.27 ,  49.75 
GCAP        ,,,,,,,,,,,,  34.45 ,  53.86 ,  72.45 
SPVI        ,,,,,,,,,,,,  40.11 ,  50.90 ,  92.09 
OCEAN       ,,,,,,,,,,,,  44.75 ,  7.80 ,
GEL         ,,,,,,,,,,,,,  29.95 ,
SMG         ,  63.30 ,  67.81 ,  93.96 ,  88.46 ,  88.50 ,  87.68 ,,  135.72 ,  98.88 ,,,,,
POLAR       ,,,,,,,,,,,,,,
AQ          ,,,,,,,,,,,,,,
BIG         ,  98.46 ,,,,,,,,,,,,,  46.08 
PRAKIT      ,  61.20 ,  63.38 ,  26.83 ,  65.79 ,  76.77 ,  77.60 ,  71.56 ,  80.52 ,  69.75 ,  63.68 ,  63.20 ,  77.13 ,  103.66 ,  51.44 
BDMS        ,  93.13 ,  78.03 ,  93.35 ,  70.97 ,  44.65 ,  48.79 ,  43.84 ,  49.28 ,,  38.76 ,  35.05 ,  494.80 ,  48.19 ,  50.87 
PK          ,  22.28 ,,,  35.42 ,  35.61 ,,,,,,,,,
U           ,,,,,,,,,,,,,,
NPP         ,  34.39 ,  34.82 ,,,  604.71 ,  33.52 ,  576.43 ,  (431.91),,,  17.15 ,,,
NEWS        ,,,  94.58 ,  85.58 ,  90.71 ,,,,,,,,,
S           ,,,,,,  65.52 ,,  27.12 ,  21.01 ,  6.35 ,  12.11 ,,,
THE         ,,,,,,,  87.50 ,,  26.29 ,  26.56 ,  600.60 ,,,
COL         ,,,,,,,,,,,  33.43 ,  39.14 ,  40.07 ,  44.70 
GIFT        ,,,,,,,,,,  76.66 ,  11.68 ,  41.87 ,  18.94 ,  23.50 
UREKA       ,,,,,,,,,,,,  90.70 ,  (46.02),
KTIS        ,,,,,,,,,,,,,  50.87 ,  52.88 
PCSGH       ,,,,,,,,,,,,,  90.48 ,  91.26 
SUTHA       ,,,,,,,,,,,,,  70.42 ,  139.57 
OTO         ,,,,,,,,,,,,,  67.89 ,  67.64 
AIE         ,,,,,,,,,,,,,,
LIT         ,,,,,,,,,,,,,  50.20 ,  51.10 
AJD         ,,,,,,,,,,,,,,
RWI         ,,,,,,,,,,,,,,
TSR         ,,,,,,,,,,,,,  32.97 ,  36.30 
ICHI        ,,,,,,,,,,,,,  120.51 ,  79.98 
AIRA        ,,,,,,,,,,,,,  82.95 ,  (41.80)
TAE         ,,,,,,,,,,,,,  68.40 ,  61.41 
PCA         ,,,,,,,,,,,,,  61.92 ,  65.55 
CCN         ,,,,,,,,,,,,,  44.96 ,  77.23 
SAWAD       ,,,,,,,,,,,,,  0.37 ,  0.23 
RICHY       ,,,,,,,,,,,,,  12.82 ,  109.07 
PDG         ,,,,,,,,,,,,,  78.59 ,  71.81 
SAPPE       ,,,,,,,,,,,,,  25.53 ,  42.11 
TAKUNI      ,,,,,,,,,,,,,  160.56 ,  20.00 
XO          ,,,,,,,,,,,,,,  40.77 
LDC         ,,,,,,,,,,,,,,
SMART       ,,,,,,,,,,,,,,
CBG         ,,,,,,,,,,,,,  65.71 ,  70.89 
FSMART      ,,,,,,,,,,,,,  104.25 ,  82.43 
BA          ,,,,,,,,,,,,,  119.62 ,  81.81 
SPA         ,,,,,,,,,,,,,  42.86 ,  53.52 
WP          ,,,,,,,,,,,,,,
TSE         ,,,,,,,,,,,,,,  20.68 
BRR         ,,,,,,,,,,,,,  57.36 ,  54.74 
MTLS        ,,,,,,,,,,,,,  50.65 ,  51.39 
NCL         ,,,,,,,,,,,,,  51.17 ,
FIRE        ,,,,,,,,,,,,,  86.63 ,  75.75 
JSP         ,,,,,,,,,,,,,  86.28 ,  53.85 
VPO         ,,,,,,,,,,,,,  50.09 ,
KCM         ,,,,,,,,,,,,,  288.52 ,  39.86 
PSTC        ,,,,,,,,,,,,,  56.46 ,  26.98 
DCORP       ,,,,,,,,,,,,,,
ACC         ,,,  153.97 ,,,,  39.05 ,,,  69.49 ,,,,
TU          ,  70.43 ,  69.73 ,  69.76 ,  50.09 ,  30.32 ,  53.50 ,  50.57 ,  50.71 ,  50.04 ,  29.40 ,  51.34 ,  239.75 ,  135.89 ,  56.70 
TT          ,,,,,,,,,,,,,,
VI          ,,,,,,,,,,,,,,
FER         ,  44.79 ,,  60.55 ,  60.05 ,,  55.41 ,,  42.64 ,,,,,,
GREEN       ,,,,,  59.17 ,  145.96 ,,,,,,,,
T           ,,,,,  48.26 ,,,,,,,,,
UPA         ,,,,,,,,,,,,,,
TFG         ,,,,,,,,,,,,,,
PMTA        ,,,,,,,,,,,,,,  48.65 
CGH         ,,,,,,,,,,,,,,  331.45 
NDR         ,,,,,,,,,,,,,,  37.73 
TPCH        ,,,,,,,,,,,,,,
EPG         ,,,,,,,,,,,,,,  71.20 
PLANB       ,,,,,,,,,,,,,,  61.35 
SCN         ,,,,,,,,,,,,,,  53.24 
S11         ,,,,,,,,,,,,,,  46.89 
PLAT        ,,,,,,,,,,,,,,  70.05 
SLP         ,,,,,,,,,,,,,,  82.09 
TVT         ,,,,,,,,,,,,,,  159.18 
GPSC        ,,,,,,,,,,,,,,  74.68 
ORI         ,,,,,,,,,,,,,,  28.47 
DAII        ,,,,,,,,,,,,,,  50.00 
HPT         ,,,,,,,,,,,,,,  90.12 
BR          ,,,,,,,,,,,,,,  83.02 
ASEFA       ,,,,,,,,,,,,,,  53.20 
WICE        ,,,,,,,,,,,,,,  69.32 
AMATAV      ,,,,,,,,,,,,,,  115.56 
COM7        ,,,,,,,,,,,,,,  67.05 
PIMO        ,,,,,,,,,,,,,,  43.11 
ATP30       ,,,,,,,,,,,,,,  82.05 
TKN         ,,,,,,,,,,,,,,  36.50 
JWD         ,,,,,,,,,,,,,,  11.90 
KOOL        ,,,,,,,,,,,,,,  119.62 
LPH         ,,,,,,,,,,,,,,  112.00 
J           ,,,,,,,,,,,,,,  44.58 
TWPC        ,,,,,,,,,,,,,,  294.58 
SCI         ,,,,,,,,,,,,,,  40.10 
RP          ,,,,,,,,,,,,,,  178.02 
SR          ,,,,,,,,,,,,,,  80.07 
TNP         ,,,,,,,,,,,,,,  61.32 
SPRC        ,,,,,,,,,,,,,,  13.90 
TACC        ,,,,,,,,,,,,,,  35.79 
K           ,,,,,,,,,,,,,,  29.89 
