,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
RS          ,,  0.43 ,  0.39 ,  1.36 ,  1.58 ,  1.26 ,  0.69 ,  0.78 ,  1.23 ,  1.31 ,  1.40 ,  1.62 ,  1.69 ,  1.70 
S & J       ,  5.50 ,  6.40 ,  9.68 ,  10.20 ,  10.79 ,  11.77 ,  12.67 ,  13.88 ,  15.25 ,  17.54 ,  21.99 ,  19.13 ,  21.30 ,  21.36 
SABINA      ,,,,,,,  3.67 ,  3.76 ,  3.68 ,  3.56 ,  3.75 ,  4.24 ,  4.51 ,  4.79 
SAFARI      ,  6.47 ,  5.19 ,  4.59 ,  2.21 ,  (0.36),  (2.02),  (2.88),  (2.98),  5.34 ,  5.29 ,  5.97 ,  6.93 ,  6.90 ,  1.19 
SALEE       ,,,,  0.15 ,  0.30 ,  0.32 ,  0.35 ,  0.37 ,  0.41 ,  0.37 ,  0.46 ,  0.46 ,  0.53 ,  0.81 
SAM         ,,,  0.21 ,  3.58 ,  2.34 ,  2.25 ,  2.08 ,  2.09 ,  2.12 ,  2.14 ,  2.03 ,  2.02 ,  2.01 ,  1.95 
SAMART      ,  (0.85),  1.84 ,  2.34 ,  2.84 ,  3.97 ,  4.02 ,  3.75 ,  3.99 ,  4.48 ,  4.76 ,  5.46 ,  6.29 ,  5.82 ,  5.97 
SAMCO       ,  3.13 ,  3.35 ,  3.35 ,  3.43 ,  3.41 ,  3.47 ,  3.62 ,  3.78 ,  3.88 ,  3.79 ,  4.02 ,  3.72 ,  3.82 ,  3.88 
SAMTEL      ,  0.21 ,  0.22 ,  0.24 ,  2.00 ,  2.25 ,  2.11 ,  2.25 ,  2.62 ,  3.01 ,  3.69 ,  4.43 ,  5.15 ,  5.62 ,  5.60 
SAT         ,,,,  3.80 ,  4.46 ,  5.30 ,  6.03 ,  6.75 ,  9.83 ,  9.84 ,  11.37 ,  11.47 ,  12.27 ,  13.01 
SAUCE       ,  4.99 ,  5.40 ,  5.41 ,  5.32 ,  5.41 ,  5.62 ,  5.79 ,  6.11 ,  6.26 ,  6.45 ,  6.82 ,  6.97 ,  6.66 ,  6.65 
SAWANG      ,  33.78 ,  34.25 ,  35.97 ,  35.22 ,,  25.33 ,  22.89 ,  22.22 ,  22.01 ,  22.68 ,  22.63 ,  22.51 ,  21.55 ,  21.42 
SC          ,,  0.92 ,  1.03 ,  1.09 ,  1.15 ,  1.27 ,  1.39 ,  1.52 ,  2.14 ,  2.26 ,  2.42 ,  2.52 ,  2.78 ,  3.16 
SCAN        ,  13.55 ,  14.52 ,  14.19 ,  13.65 ,  13.60 ,  15.17 ,  14.10 ,  12.13 ,  2.44 ,  (4.77),,,,
SCB         ,  43.18 ,  53.97 ,  48.17 ,  51.92 ,  52.52 ,  58.35 ,  51.15 ,  41.57 ,  45.48 ,  54.78 ,  64.12 ,  72.56 ,  84.06 ,  90.58 
SCC         ,  63.02 ,  87.48 ,  107.61 ,  53.29 ,  62.52 ,  71.78 ,  72.68 ,  87.09 ,  110.93 ,  116.83 ,  119.32 ,  134.83 ,  147.74 ,  171.80 
SCCC        ,  65.52 ,  69.67 ,  63.75 ,  67.22 ,  62.62 ,  66.91 ,  66.70 ,  68.94 ,  71.90 ,  73.92 ,  76.72 ,  83.64 ,  90.85 ,  96.05 
SCG         ,,,  1.72 ,  1.77 ,  1.95 ,  1.98 ,  1.95 ,  2.08 ,  2.18 ,  2.27 ,  2.40 ,  2.55 ,  2.58 ,  2.47 
SCP         ,  0.20 ,  0.37 ,  0.51 ,  0.63 ,  0.83 ,  0.97 ,  1.02 ,  1.26 ,  1.48 ,  1.60 ,  2.38 ,  3.86 ,  4.70 ,  5.25 
SEAFCO      ,,,  1.53 ,  1.63 ,  2.03 ,  1.97 ,  1.97 ,  2.14 ,  1.91 ,  1.65 ,  2.10 ,  2.49 ,  2.96 ,  3.21 
SE-ED       ,  2.05 ,  1.83 ,  1.36 ,  1.57 ,  1.65 ,  1.70 ,  1.67 ,  1.76 ,  1.85 ,  1.70 ,  2.23 ,  2.32 ,  2.35 ,  2.35 
SENA        ,,,,,,,,  1.63 ,  1.82 ,  2.10 ,  2.38 ,  2.57 ,  2.95 ,  3.09 
SF          ,,,  0.68 ,  0.66 ,  1.19 ,  1.29 ,  1.38 ,  1.51 ,  2.02 ,  2.34 ,  3.12 ,  3.40 ,  3.79 ,  4.56 
SFP         ,  95.99 ,  100.20 ,  97.20 ,  100.92 ,  99.04 ,  96.47 ,  105.62 ,  108.39 ,  103.77 ,  111.77 ,  110.24 ,  128.11 ,  113.93 ,  108.10 
SGF         ,  0.08 ,  0.14 ,  0.21 ,  0.23 ,  (0.14),  (0.14),  0.02 ,  0.04 ,  0.00 ,  0.04 ,  0.06 ,  0.08 ,  0.10 ,  0.05 
SGP         ,,,,,,,  4.31 ,  4.94 ,  6.35 ,  7.13 ,  7.42 ,  9.77 ,  8.99 ,  10.51 
SHANG       ,  31.99 ,  33.24 ,  37.44 ,  41.19 ,  44.30 ,  47.03 ,  42.08 ,  41.67 ,  41.12 ,  36.37 ,  37.15 ,  52.09 ,  55.23 ,  59.95 
SIAM        ,  (6.11),  (0.51),  0.45 ,  2.07 ,  3.49 ,  3.42 ,  3.88 ,  3.78 ,  4.58 ,  4.11 ,  4.45 ,  4.23 ,  3.94 ,  3.94 
SIM         ,,  0.04 ,  0.05 ,  0.05 ,  0.06 ,  0.06 ,  0.53 ,  0.54 ,  0.56 ,  0.55 ,  0.58 ,  0.72 ,  0.76 ,  0.71 
SIMAT       ,,,,,,  0.36 ,  0.34 ,  0.91 ,  1.10 ,  1.28 ,  1.57 ,  1.93 ,  1.71 ,  1.66 
SINGER      ,  7.98 ,  8.43 ,  8.48 ,  8.51 ,  3.95 ,  2.31 ,  1.89 ,  1.98 ,  3.14 ,  3.63 ,  4.42 ,  5.30 ,  5.84 ,  5.84 
SIRI        ,  0.54 ,  0.64 ,  0.93 ,  1.01 ,  1.02 ,  1.09 ,  1.17 ,  1.32 ,  1.21 ,  1.44 ,  1.59 ,  1.60 ,  1.80 ,  1.90 
SIS         ,,,  1.52 ,  1.87 ,  2.14 ,  2.53 ,  3.11 ,  3.76 ,  4.55 ,  4.63 ,  1.86 ,  3.91 ,  4.25 ,  4.53 
SITHAI      ,  1.39 ,  1.44 ,  1.54 ,  1.54 ,  1.66 ,  1.68 ,  1.77 ,  1.76 ,  1.83 ,  1.43 ,  1.56 ,  1.60 ,  1.66 ,  1.74 
SKR         ,  1.40 ,  3.43 ,  3.85 ,  4.81 ,  5.40 ,  6.03 ,  6.89 ,  7.50 ,  8.78 ,  9.19 ,  9.79 ,  11.63 ,  14.38 ,  15.95 
SMC         ,  1.56 ,  1.94 ,  2.76 ,  2.38 ,  2.15 ,  2.11 ,  1.46 ,  1.74 ,  0.44 ,  (0.46),,,,
SMIT        ,,,,  2.11 ,  2.30 ,  2.49 ,  2.62 ,  2.59 ,  2.89 ,  3.00 ,  3.39 ,  3.61 ,  3.72 ,  3.89 
SMK         ,  45.43 ,  67.51 ,  55.48 ,  56.45 ,  55.71 ,  66.93 ,  66.05 ,  80.30 ,  100.73 ,  111.75 ,  144.94 ,  163.01 ,  201.26 ,  218.98 
SMM         ,,,,  2.00 ,  1.82 ,  1.72 ,  1.31 ,  1.41 ,  1.47 ,  1.45 ,  1.61 ,  1.74 ,  1.66 ,  1.60 
SMPC        ,  0.37 ,  (4.39),  (4.32),  (4.27),  (3.86),  (3.80),  (1.73),  (0.45),  (0.11),  0.21 ,  0.68 ,  0.97 ,  1.42 ,  2.02 
SMT         ,,,,,,,,  2.26 ,  2.80 ,  1.22 ,  2.11 ,  2.27 ,  2.14 ,  2.09 
SNC         ,,,  1.38 ,  1.55 ,  2.77 ,  6.12 ,  5.89 ,  5.64 ,  6.00 ,  6.43 ,  6.79 ,  7.09 ,  7.70 ,  8.25 
SOLAR       ,,,,  3.11 ,  3.17 ,  2.88 ,  2.88 ,  2.63 ,  2.49 ,  2.42 ,  2.70 ,  3.00 ,  3.02 ,  3.74 
SORKON      ,  5.92 ,  3.81 ,  4.81 ,  7.79 ,  8.48 ,  8.11 ,  8.36 ,  9.63 ,  11.57 ,  12.95 ,  18.77 ,  19.65 ,  21.33 ,  22.50 
SPACK       ,,,  0.48 ,  2.50 ,  2.64 ,  2.71 ,  2.87 ,  2.89 ,  2.49 ,  2.45 ,  2.30 ,  2.14 ,  1.84 ,  1.69 
SPALI       ,  2.76 ,  4.31 ,  2.34 ,  2.77 ,  2.68 ,  2.95 ,  2.93 ,  4.40 ,  5.24 ,  6.26 ,  7.26 ,  8.30 ,  10.15 ,  11.55 
SPC         ,  8.28 ,  11.40 ,  13.26 ,  15.00 ,  16.64 ,  17.31 ,  18.47 ,  20.32 ,  23.06 ,  25.90 ,  30.47 ,  30.12 ,  34.96 ,  37.10 
SPCG        ,,,,,,,,,,,  3.28 ,  3.14 ,  6.26 ,  7.76 
SPG         ,  5.19 ,  5.62 ,  5.76 ,  5.93 ,  6.30 ,  6.99 ,  7.65 ,  8.47 ,  9.19 ,  9.57 ,  10.81 ,  11.40 ,  12.18 ,  12.55 
SPI         ,  12.78 ,  15.64 ,  17.43 ,  19.25 ,  20.56 ,  21.58 ,  22.89 ,  25.43 ,  28.00 ,  30.21 ,  35.28 ,  34.99 ,  39.17 ,  41.21 
SPORT       ,  1.08 ,  1.16 ,  2.30 ,  2.37 ,  2.42 ,  2.16 ,  2.14 ,  2.16 ,  2.11 ,  2.10 ,  2.07 ,  2.08 ,  1.60 ,  1.52 
SPPT        ,,,,  1.90 ,  2.20 ,  2.27 ,  2.24 ,  2.33 ,  2.42 ,  1.46 ,  2.08 ,  2.33 ,  2.18 ,  2.07 
SSC         ,  19.64 ,  21.13 ,  21.65 ,  22.63 ,  23.55 ,  23.79 ,  23.42 ,  24.02 ,  37.63 ,  33.00 ,  34.53 ,  31.60 ,  32.89 ,  31.77 
SSF         ,  4.16 ,  3.76 ,  4.14 ,  4.16 ,  4.36 ,  4.50 ,  4.95 ,  5.66 ,  5.29 ,  5.82 ,  6.56 ,  5.86 ,  6.15 ,  6.64 
SSI         ,  1.03 ,  1.18 ,  1.45 ,  1.26 ,  1.44 ,  1.70 ,  1.20 ,  1.27 ,  1.43 ,  1.33 ,  0.52 ,  0.30 ,  0.14 ,  (1.15)
SSSC        ,  0.93 ,  2.16 ,  4.89 ,  7.71 ,  21.55 ,  22.86 ,  27.76 ,  28.46 ,  27.47 ,  29.27 ,  33.97 ,  38.20 ,  39.44 ,  39.96 
SST         ,  1.56 ,  1.59 ,  1.59 ,  1.64 ,  1.61 ,  1.56 ,  1.61 ,  1.57 ,  3.48 ,  4.29 ,  3.75 ,  3.48 ,  5.26 ,  4.85 
STA         ,  4.10 ,  3.90 ,  4.68 ,  3.86 ,  4.15 ,  3.99 ,  5.56 ,  7.33 ,  10.37 ,  14.01 ,  14.73 ,  15.61 ,  16.01 ,  16.59 
STANLY      ,  24.43 ,  29.31 ,  37.24 ,  46.39 ,  56.55 ,  66.98 ,  79.07 ,  88.20 ,  94.77 ,  107.54 ,  110.88 ,  128.70 ,  141.36 ,  150.59 
STAR        ,,,,  1.70 ,  1.68 ,  1.70 ,  2.58 ,  2.88 ,  2.53 ,  2.06 ,  2.61 ,  2.15 ,  1.55 ,  0.17 
STEC        ,  2.26 ,  2.40 ,  2.34 ,  3.03 ,  2.49 ,  2.49 ,  2.79 ,  2.86 ,  2.94 ,  3.69 ,  4.03 ,  4.98 ,  5.48 ,  6.09 
STHAI       ,,,  0.07 ,  0.09 ,  0.04 ,  0.01 ,  0.02 ,  0.02 ,  0.01 ,  0.00 ,  (0.04),  (0.02),  (0.04),  0.08 
STPI        ,  0.36 ,  0.42 ,  0.38 ,  0.51 ,  0.72 ,  0.70 ,  1.50 ,  1.64 ,  2.00 ,  1.91 ,  2.66 ,  3.64 ,  4.95 ,  6.09 
SUC         ,  43.26 ,  43.90 ,  41.66 ,  45.22 ,  45.09 ,  45.33 ,  44.18 ,  44.94 ,  48.03 ,  51.36 ,  53.84 ,  57.95 ,  59.28 ,  61.63 
SUPER       ,,,,  0.15 ,  0.12 ,  0.09 ,  0.09 ,  0.03 ,  0.02 ,  0.02 ,  0.03 ,  0.07 ,  0.21 ,  0.41 
SUSCO       ,  1.03 ,  1.14 ,  1.14 ,  1.16 ,  1.11 ,  1.06 ,  1.04 ,  1.16 ,  1.16 ,  1.27 ,  2.11 ,  2.44 ,  2.69 ,  2.82 
SVH         ,  9.29 ,  8.91 ,  22.88 ,  23.24 ,  25.39 ,  27.39 ,  31.89 ,  45.57 ,  48.82 ,  44.84 ,  50.05 ,  54.88 ,  67.56 ,  68.23 
SVI         ,  0.82 ,  0.93 ,  1.01 ,  1.17 ,  1.30 ,  1.47 ,  1.78 ,  1.04 ,  1.28 ,  0.56 ,  1.12 ,  1.88 ,  1.61 ,  2.51 
SVOA        ,  1.38 ,  1.37 ,  1.68 ,  1.67 ,  1.83 ,  1.95 ,  2.09 ,  2.26 ,  2.41 ,  2.29 ,  2.33 ,  2.46 ,  2.53 ,  2.70 
SWC         ,,,  0.38 ,  1.96 ,  2.05 ,  2.25 ,  2.34 ,  2.66 ,  2.86 ,  3.00 ,  3.26 ,  3.64 ,  3.80 ,  4.19 
SYMC        ,,,,,,,,,  3.42 ,  3.42 ,  3.66 ,  3.91 ,  3.97 ,  3.98 
SYNEX       ,,,,,,,  1.60 ,  1.70 ,  1.89 ,  2.17 ,  2.52 ,  2.67 ,  2.76 ,  3.01 
SYNTEC      ,  0.08 ,,  0.85 ,  0.88 ,  0.93 ,  1.06 ,  1.08 ,  1.36 ,  1.45 ,  1.43 ,  1.35 ,  1.55 ,  1.83 ,  2.15 
TAPAC       ,,,,  0.34 ,  1.76 ,  1.69 ,  1.89 ,  2.06 ,  2.36 ,  2.53 ,  2.60 ,  2.44 ,  2.53 ,  2.56 
TASCO       ,  1.43 ,  1.43 ,  1.45 ,  1.70 ,  1.85 ,  1.92 ,  1.13 ,  1.46 ,  2.00 ,  2.52 ,  2.90 ,  3.44 ,  3.88 ,  6.69 
TBSP        ,  43.77 ,  47.42 ,  51.66 ,  51.37 ,  55.46 ,  56.96 ,  58.41 ,  60.41 ,  59.96 ,  61.05 ,  64.04 ,  64.50 ,  59.98 ,  56.05 
TC          ,  4.71 ,  4.78 ,  4.80 ,  4.82 ,  4.57 ,  4.32 ,  4.59 ,  4.91 ,  4.90 ,  4.93 ,  5.12 ,  4.99 ,  5.39 ,  5.78 
TCAP        ,  13.57 ,  14.44 ,  15.56 ,  16.98 ,  17.33 ,  19.66 ,  19.95 ,  25.00 ,  27.07 ,  28.70 ,  33.47 ,  37.07 ,  40.19 ,  41.22 
TCB         ,  12.79 ,  13.91 ,  15.28 ,  17.45 ,  19.82 ,  23.16 ,  23.90 ,  27.17 ,  30.55 ,  30.96 ,  33.30 ,  34.41 ,  37.98 ,  38.27 
TCC         ,  1.45 ,  0.52 ,  0.56 ,  1.00 ,  0.78 ,  0.68 ,  0.53 ,  0.45 ,  0.50 ,  0.70 ,  0.73 ,  0.70 ,  0.72 ,  0.74 
TCCC        ,  3.54 ,  4.07 ,  4.66 ,  5.30 ,  5.70 ,  6.21 ,  5.72 ,  6.89 ,  9.06 ,  8.99 ,  10.50 ,  12.88 ,  14.02 ,  14.06 
TCJ         ,  (9.25),  15.40 ,  10.95 ,  11.80 ,  13.06 ,  13.41 ,  11.27 ,  10.86 ,  11.30 ,  11.28 ,  12.52 ,  13.81 ,  14.61 ,  15.12 
TCMC        ,  2.08 ,  2.14 ,  2.11 ,  2.13 ,  2.15 ,  2.17 ,  2.50 ,  2.51 ,  2.49 ,  1.54 ,  2.46 ,  2.48 ,  2.70 ,  3.01 
TCOAT       ,  24.60 ,  26.28 ,  29.69 ,  30.78 ,  31.78 ,  34.32 ,  35.00 ,  38.21 ,  39.27 ,  38.55 ,  39.84 ,  41.45 ,  40.42 ,  42.68 
TEAM        ,,,  0.54 ,  0.75 ,  1.16 ,  1.50 ,  1.37 ,  1.24 ,  1.40 ,  1.31 ,  1.28 ,  1.24 ,  1.33 ,  1.11 
TF          ,  18.72 ,  20.42 ,  22.20 ,  25.12 ,  27.52 ,  29.93 ,  32.31 ,  37.70 ,  42.55 ,  43.95 ,  49.14 ,  54.71 ,  67.79 ,  76.09 
TFD         ,  0.92 ,  0.83 ,  0.86 ,  0.88 ,  0.94 ,  0.94 ,  0.97 ,  1.01 ,  0.90 ,  1.02 ,  1.51 ,  1.41 ,  1.61 ,  1.39 
TFI         ,  0.33 ,  0.34 ,  0.21 ,  0.16 ,  2.17 ,  1.28 ,  1.28 ,  1.06 ,  1.06 ,  0.97 ,,  0.65 ,  0.48 ,  0.62 
TGCI        ,  3.66 ,  3.71 ,  3.37 ,  3.11 ,  2.26 ,,  1.08 ,  1.06 ,  1.39 ,  1.65 ,  1.83 ,  1.79 ,  1.89 ,  1.98 
TGPRO       ,  (187.88),  (201.03),  0.30 ,  0.22 ,  0.31 ,  0.33 ,  0.20 ,  0.01 ,  (1.22),  0.10 ,  0.15 ,  0.16 ,  0.18 ,  0.20 
TH          ,  0.35 ,  0.37 ,  0.38 ,,  0.39 ,  0.38 ,  0.39 ,  0.38 ,  0.39 ,  0.38 ,  0.92 ,  0.86 ,  1.16 ,  1.23 
THAI        ,  20.16 ,  27.78 ,  32.12 ,  34.73 ,  38.52 ,  39.88 ,  26.84 ,  31.17 ,  37.85 ,  28.94 ,  31.57 ,  26.04 ,  18.88 ,  15.05 
THANA       ,,,,,,,,  1.44 ,  1.68 ,  1.51 ,  1.45 ,  1.63 ,  1.65 ,  1.72 
THANI       ,  0.04 ,  0.66 ,  0.68 ,  0.68 ,  0.65 ,  0.68 ,  0.70 ,  0.71 ,  0.79 ,  0.88 ,  1.04 ,  1.33 ,  1.61 ,  1.89 
THCOM       ,  8.21 ,  9.23 ,  10.36 ,  12.40 ,  12.39 ,  15.24 ,  14.65 ,  14.22 ,  13.35 ,  12.90 ,  12.96 ,  14.18 ,  15.41 ,  16.14 
THIP        ,  55.13 ,  54.52 ,  52.14 ,  62.78 ,  64.68 ,  68.21 ,  68.56 ,  76.20 ,  80.85 ,  85.00 ,  93.88 ,  104.56 ,  114.04 ,  138.68 
THL         ,  1.33 ,  1.34 ,  1.41 ,  1.46 ,  1.48 ,  1.27 ,  1.42 ,  0.96 ,  (0.17),  (0.17),  (0.48),  (0.94),  (1.51),  (1.66)
THRE        ,  1.79 ,  1.94 ,  1.84 ,  1.82 ,  1.80 ,  1.90 ,  1.58 ,  1.87 ,  2.05 ,  0.56 ,  0.98 ,  0.64 ,  0.72 ,  1.28 
TIC         ,  24.23 ,  32.52 ,  26.97 ,  23.85 ,  23.62 ,  24.77 ,  20.73 ,  26.91 ,  30.92 ,  26.95 ,  21.87 ,  22.28 ,  23.01 ,  22.28 
TICON       ,  2.82 ,  2.61 ,  3.78 ,  4.07 ,  7.03 ,  7.45 ,  7.37 ,  7.56 ,  8.00 ,  7.35 ,  8.93 ,  9.52 ,  10.43 ,  10.63 
TIP         ,  7.16 ,  10.75 ,  9.57 ,  11.09 ,  11.65 ,  12.38 ,  11.16 ,  12.94 ,  13.76 ,  11.34 ,  11.97 ,  15.21 ,  17.78 ,  19.46 
TIPCO       ,  1.08 ,  1.84 ,  1.89 ,  2.49 ,  2.85 ,  3.11 ,  3.24 ,  3.40 ,  3.46 ,  4.17 ,  4.48 ,  4.86 ,  4.83 ,  7.39 
TISCO       ,,,,,,,,  17.12 ,  20.30 ,  22.27 ,  25.00 ,  28.71 ,  32.14 ,  35.09 
TIW         ,  107.39 ,  118.25 ,  122.32 ,  134.10 ,  132.67 ,  139.22 ,  141.14 ,  142.93 ,  157.90 ,  162.19 ,  164.84 ,  178.31 ,  169.93 ,  166.59 
TK          ,,  3.64 ,  4.13 ,  4.45 ,  4.54 ,  5.07 ,  5.40 ,  5.73 ,  6.43 ,  7.13 ,  7.60 ,  8.03 ,  7.99 ,  8.63 
TKS         ,,  1.70 ,  1.74 ,  1.67 ,  1.87 ,  1.99 ,  1.97 ,  2.06 ,  2.42 ,  3.04 ,  3.77 ,  4.16 ,  4.69 ,  4.41 
TKT         ,,,  1.79 ,  1.94 ,  1.93 ,  1.95 ,  2.05 ,  2.04 ,  2.11 ,  1.86 ,  2.22 ,  2.24 ,  2.20 ,  2.15 
TLUXE       ,  2.04 ,  2.10 ,  2.09 ,  2.42 ,  2.69 ,  2.30 ,  2.39 ,  2.45 ,  2.76 ,  2.86 ,  3.09 ,  3.07 ,  2.97 ,  2.81 
TMB         ,  5.80 ,  2.95 ,  3.06 ,  3.45 ,  2.73 ,  1.06 ,  1.08 ,  1.14 ,  1.14 ,  1.20 ,  1.23 ,  1.42 ,  1.60 ,  1.75 
TMD         ,  5.05 ,  5.50 ,  6.06 ,  7.60 ,  7.59 ,  8.19 ,  8.77 ,  9.47 ,  10.34 ,  10.09 ,  11.71 ,  11.81 ,  13.55 ,  14.55 
TMI         ,,,,,,,,,  0.30 ,  0.31 ,  0.44 ,  0.43 ,  0.39 ,  0.36 
TMT         ,,,,  2.69 ,  3.06 ,  3.16 ,  4.48 ,  4.07 ,  4.19 ,  3.92 ,  4.81 ,  5.01 ,  4.98 ,  5.07 
TMW         ,,,  15.35 ,  17.93 ,  20.11 ,  20.39 ,  21.34 ,  21.40 ,  21.92 ,  23.05 ,  22.80 ,  34.88 ,  36.75 ,  38.86 
TNDT        ,,,,,,  1.99 ,  2.35 ,  2.70 ,  2.84 ,  3.36 ,  3.82 ,  4.39 ,  4.91 ,  5.14 
TNH         ,,,,,  1.52 ,  1.93 ,  2.29 ,  2.86 ,  3.19 ,  3.75 ,  3.95 ,  4.41 ,  4.86 ,  5.41 
TNITY       ,  3.90 ,  4.78 ,  6.87 ,  7.07 ,  6.93 ,  7.22 ,  6.43 ,  6.41 ,  6.61 ,  6.87 ,  7.14 ,  7.26 ,  7.62 ,  7.93 
TNL         ,  12.30 ,  15.08 ,  17.16 ,  19.49 ,  20.18 ,  20.54 ,  21.27 ,  22.19 ,  22.92 ,  24.72 ,  28.18 ,  26.17 ,  27.46 ,  27.65 
TNPC        ,  (0.55),  0.93 ,  0.48 ,  0.68 ,  0.82 ,  1.29 ,  2.11 ,  2.03 ,  1.91 ,  1.27 ,  1.71 ,  2.25 ,  1.77 ,  1.88 
TOG         ,,,,,  2.62 ,  2.77 ,  3.44 ,  3.47 ,  3.52 ,  3.13 ,  3.37 ,  3.52 ,  3.62 ,  3.79 
TOP         ,,,  24.16 ,  31.01 ,  33.61 ,  33.06 ,  28.88 ,  32.74 ,  35.01 ,  38.96 ,  42.42 ,  44.51 ,  40.54 ,  45.28 
TOPP        ,  68.79 ,  70.95 ,  78.21 ,  83.18 ,  87.02 ,  90.91 ,  96.26 ,  103.75 ,  113.45 ,  122.70 ,  133.59 ,  146.57 ,  158.34 ,  170.61 
TPA         ,  4.54 ,  4.56 ,  4.60 ,  4.97 ,  5.38 ,  5.09 ,  4.89 ,  4.99 ,  4.97 ,  5.03 ,  5.24 ,  5.02 ,  5.02 ,  5.33 
TPAC        ,,,,  1.21 ,  1.37 ,  1.42 ,  1.71 ,  2.06 ,  2.33 ,  2.37 ,  2.66 ,  3.25 ,  3.43 ,  3.68 
TPC         ,  7.54 ,  9.06 ,  11.36 ,  12.54 ,  13.04 ,  14.52 ,  13.82 ,  14.78 ,  15.63 ,  15.49 ,  17.91 ,  18.70 ,  18.00 ,  19.96 
TPCORP      ,  9.93 ,  12.63 ,  15.18 ,  17.46 ,  18.60 ,  18.82 ,  18.88 ,  18.91 ,  19.06 ,  18.62 ,  19.31 ,  18.85 ,  19.42 ,  19.51 
TPIPL       ,  2.48 ,  4.36 ,  4.35 ,  4.44 ,  2.43 ,  2.86 ,  2.50 ,  2.67 ,  2.70 ,  3.04 ,  3.23 ,  2.86 ,  2.84 ,  2.77 
TPOLY       ,,,,,,,,,  1.65 ,  1.74 ,  1.23 ,  0.85 ,  0.05 ,  1.96 
TPP         ,  8.94 ,  16.41 ,  16.35 ,  16.79 ,  16.73 ,  18.21 ,  17.88 ,  18.45 ,  19.24 ,  18.60 ,  19.80 ,  21.06 ,  21.45 ,  21.41 
TPROP       ,  (2.37),  0.50 ,  0.41 ,  0.41 ,  0.41 ,  0.40 ,  0.40 ,  0.40 ,  0.45 ,  0.64 ,  0.57 ,  0.57 ,  0.65 ,  0.55 
TR          ,  30.10 ,  34.67 ,  40.75 ,  47.49 ,  53.62 ,  67.68 ,  73.79 ,  76.00 ,  89.64 ,  101.77 ,,  99.24 ,  95.25 ,
TRC         ,,,,,,,,,,,,  0.25 ,  0.30 ,  0.48 
TRS         ,  16.82 ,  17.26 ,  16.84 ,  12.97 ,  11.04 ,  5.26 ,  2.40 ,  (3.73),  (1.17),  (2.01),  (1.76),  (1.43),  (1.64),  (1.49)
TRT         ,,,,,  0.65 ,  0.81 ,  1.08 ,  2.99 ,  3.22 ,  3.46 ,  3.33 ,  3.84 ,  3.81 ,  3.53 
TRU         ,  3.80 ,  3.86 ,  4.41 ,  4.12 ,  3.99 ,  3.97 ,  3.95 ,  3.76 ,  4.05 ,  4.26 ,  4.97 ,  5.17 ,  5.26 ,  5.36 
TRUBB       ,  1.20 ,  1.11 ,  1.05 ,  0.88 ,  0.96 ,  1.76 ,  1.33 ,  1.52 ,  1.69 ,  2.54 ,  2.11 ,  2.03 ,  2.36 ,  2.21 
TRUE        ,  1.34 ,  0.21 ,  0.76 ,  0.01 ,  1.07 ,  1.66 ,  0.85 ,  0.84 ,  0.91 ,  1.25 ,  0.80 ,  0.24 ,  2.82 ,  2.98 
TSC         ,,,,  4.74 ,  5.20 ,  5.47 ,  5.71 ,  5.78 ,  6.12 ,  5.91 ,  6.00 ,  6.44 ,  6.45 ,  6.35 
TSF         ,,,,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.04 ,  0.16 ,  0.15 ,  0.12 ,  0.19 ,  0.12 ,  0.10 
TSI         ,  1.25 ,  1.34 ,  1.23 ,  1.18 ,  1.21 ,  1.18 ,  1.12 ,  1.11 ,  0.88 ,  0.49 ,  0.18 ,  0.26 ,  0.15 ,  0.44 
TSTE        ,  0.69 ,  0.75 ,  2.76 ,  2.84 ,  2.84 ,  2.90 ,  3.90 ,  4.08 ,  4.16 ,  2.46 ,  4.69 ,  4.34 ,  4.86 ,  5.02 
TSTH        ,  2.02 ,  2.21 ,  2.28 ,  1.91 ,  1.77 ,  1.82 ,  2.13 ,  1.98 ,  1.97 ,  1.85 ,  1.66 ,  1.10 ,  1.07 ,  1.00 
TT&T        ,  4.12 ,  4.46 ,  4.87 ,  4.57 ,  4.26 ,  3.64 ,  2.73 ,  1.97 ,  (1.80),  (1.20),  (2.32),  (2.45),  (3.69),
TTA         ,  1.17 ,  2.25 ,  7.94 ,  10.84 ,  13.32 ,  18.05 ,  29.80 ,  31.40 ,  30.84 ,  30.44 ,  24.17 ,  16.46 ,  17.94 ,  11.86 
TTCL        ,,,,,,,,  2.86 ,  3.19 ,  3.48 ,  4.20 ,  8.78 ,  9.49 ,  9.34 
TTI         ,  34.44 ,  36.97 ,  39.97 ,  42.03 ,  43.93 ,  40.80 ,  40.79 ,  37.69 ,  38.00 ,  36.62 ,  34.25 ,  33.85 ,  32.15 ,  31.25 
TTL         ,  92.62 ,  93.86 ,  94.79 ,  90.45 ,  84.85 ,  82.39 ,,  82.50 ,  83.86 ,  86.73 ,  115.07 ,  117.98 ,  91.35 ,  59.77 
TTTM        ,  148.06 ,  163.25 ,  172.48 ,  176.73 ,  173.93 ,  177.61 ,  171.33 ,  182.83 ,  193.80 ,  203.55 ,  228.21 ,  243.80 ,  245.15 ,  246.02 
