ROA(%),ROE(%),กำไรต่อหุ้น (บาท),กำไรสุทธิ,งวดงบการเงิน ณ วันที่,มูลค่าหุ้นที่เรียกชำระแล้ว,รายได้รวม,สินทรัพย์รวม,ส่วนของผู้ถือหุ้น,หนี้สินรวม,อัตรากำไรสุทธิ(%),Stock
6.25,7.10,0.95,"1,123.70",31/12/2559,"7,111.16","15,887.01","18,579.00","16,164.27","2,414.73",7.07,VNT
12.31,13.21,1.90,"2,248.33",31/12/2560,"7,111.16","19,403.75","19,878.96","17,868.23","2,010.74",11.59,VNT
13.19,12.18,10.20,182.07,31/12/2557,178.50,"1,093.80","1,738.64","1,537.20",200.36,16.65,WG
12.06,11.11,9.80,175.01,31/12/2558,178.50,"1,096.14","1,829.20","1,613.67",214.42,15.97,WG
11.84,10.90,10.13,180.86,31/12/2559,178.50,"1,123.93","1,914.77","1,705.29",208.37,16.09,WG
8.98,7.98,7.74,138.11,31/12/2560,178.50,"1,140.65","1,945.82","1,753.95",190.84,12.11,WG
-19.97,N.A.,-4.53,-31.69,31/12/2557,70.00,98.47,100.29,-58.67,158.97,-32.19,YCI
-2.97,N.A.,-1.58,-11.03,31/12/2558,70.00,86.32,80.72,-70.12,150.84,-12.78,YCI
-9.90,-97.90,-4.39,-30.71,31/12/2559,70.00,33.88,342.42,132.86,209.55,-90.64,YCI
-3.30,-9.92,-1.79,-12.54,31/12/2560,70.00,55.25,186.14,119.78,66.36,-22.69,YCI
-2.17,-7.57,-0.62,-247.86,31/12/2557,399.44,"6,545.55","8,243.01","3,149.55","5,093.46",-3.79,AJ
1.19,0.12,0.01,3.79,31/12/2558,399.44,"6,259.45","8,244.50","3,152.37","5,092.13",0.06,AJ
2.58,3.76,0.30,121.25,31/12/2559,399.44,"7,032.50","8,495.71","3,291.62","5,204.09",1.72,AJ
6.27,13.04,1.11,443.44,31/12/2560,399.44,"7,879.44","8,549.02","3,511.37","5,037.65",5.63,AJ
14.54,18.93,17.38,750.73,31/12/2557,432.00,"5,820.02","6,849.20","4,168.22","2,680.98",12.90,ALUCON
14.79,17.88,17.94,775.07,31/12/2558,432.00,"6,007.94","6,584.55","4,502.88","2,081.67",12.90,ALUCON
20.59,22.22,24.76,"1,069.81",31/12/2559,432.00,"6,220.59","6,478.76","5,127.99","1,350.77",17.20,ALUCON
15.24,15.07,18.14,783.74,31/12/2560,432.00,"6,280.94","6,344.90","5,271.11","1,073.79",12.48,ALUCON
13.74,13.91,6.31,328.01,31/12/2557,528.00,"2,985.99","3,110.82","2,481.76",629.07,10.98,CSC
12.65,12.47,6.22,323.53,31/12/2558,528.00,"3,002.53","3,326.81","2,708.31",618.50,10.78,CSC
13.41,13.10,7.16,372.44,31/12/2559,528.00,"3,012.47","3,582.36","2,979.27",603.10,12.36,CSC
N.A.,N.A.,4.80,249.76,31/12/2560,,"2,822.32",,,,8.85,CSC
-22.29,-27.45,-0.15,-216.76,31/12/2557,"1,446.42",320.86,835.69,680.76,154.93,-67.56,NEP
-15.50,-19.89,-0.08,-123.22,31/12/2558,"1,446.43",355.69,690.99,558.37,132.63,-34.64,NEP
-8.92,-11.46,,-70.90,31/12/2559,"1,865.38",322.25,769.47,678.41,91.06,-22.00,NEP
-3.87,-4.47,-0.02,-30.13,31/12/2560,"1,865.38",384.18,758.84,668.28,90.56,-7.84,NEP
-10.30,-14.23,-0.20,-75.32,31/12/2557,449.54,217.81,712.99,522.48,146.47,-34.58,NPP
-15.42,-18.22,-0.16,-139.26,31/12/2558,872.47,350.95,"1,274.31","1,006.15",194.94,-39.68,NPP
-10.07,-13.94,-0.15,-137.81,31/12/2559,992.69,"1,020.76","1,575.47",970.33,587.35,-13.50,NPP
-29.62,-40.14,-0.30,-367.67,31/12/2560,"1,240.86","1,199.60","1,301.50",861.83,478.60,-30.65,NPP
-3.29,-5.77,-0.60,-479.72,31/03/2557,800.00,"10,792.54","19,581.07","8,527.43","10,943.10",-4.44,PTL
3.48,4.80,0.49,388.04,31/03/2558,800.00,"12,483.60","16,166.44","7,624.86","8,534.57",3.11,PTL
2.32,-1.56,-0.15,-123.23,31/03/2559,800.00,"12,314.18","15,631.12","8,190.61","7,427.98",-1.00,PTL
10.29,15.32,1.55,"1,366.36",31/03/2560,900.00,"11,929.09","14,399.02","9,642.15","4,732.62",11.45,PTL
8.45,10.94,0.86,778.10,31/12/2560,900.00,"9,399.35","15,042.35","10,303.77","4,715.28",8.28,PTL
6.85,10.63,0.17,470.06,31/12/2557,"2,709.90","9,924.83","10,516.04","4,506.44","5,783.93",4.74,SITHAI
6.67,9.65,0.16,445.01,31/12/2558,"2,709.90","9,950.75","11,107.09","4,712.37","6,149.99",4.47,SITHAI
4.05,5.45,0.09,256.20,31/12/2559,"2,709.90","9,448.51","11,304.07","4,694.49","6,370.85",2.71,SITHAI
2.12,0.94,0.02,42.40,31/12/2560,"2,709.90","9,689.48","10,726.00","4,290.03","6,178.30",0.44,SITHAI
5.04,4.40,0.03,29.24,31/12/2558,300.00,532.65,"1,051.74",973.26,78.48,5.49,SLP
8.79,7.35,0.06,72.22,31/12/2559,300.00,533.67,"1,045.40",991.48,53.92,13.53,SLP
6.00,5.28,0.04,51.85,31/12/2560,300.00,507.10,"1,011.34",970.97,40.37,10.22,SLP
24.40,43.80,5.89,275.93,31/12/2557,468.45,"3,007.76","1,603.37",750.42,852.95,9.17,SMPC
25.19,49.24,0.85,447.14,31/12/2558,527.00,"2,933.71","1,818.91","1,065.90",753.01,15.24,SMPC
34.86,45.85,1.02,541.14,31/12/2559,529.13,"3,609.98","2,082.59","1,294.51",788.08,14.99,SMPC
29.37,37.67,1.00,531.75,31/12/2560,531.99,"4,511.62","2,447.94","1,528.99",918.95,11.79,SMPC
-3.30,-15.27,-0.30,-91.03,31/12/2557,300.00,959.30,"1,366.45",550.91,815.55,-9.49,SPACK
-0.59,-6.82,-0.12,-36.08,31/12/2558,300.00,943.89,"1,260.30",506.65,753.65,-3.82,SPACK
-0.71,-7.19,-0.12,-35.12,31/12/2559,300.00,897.27,"1,230.58",470.56,760.02,-3.91,SPACK
1.05,-3.83,-0.06,-17.54,31/12/2560,300.00,"1,020.86","1,276.86",446.51,830.36,-1.72,SPACK
-0.37,-0.94,-0.38,-4.03,31/12/2557,105.00,845.36,627.00,424.40,177.33,-0.48,TCOAT
4.22,6.16,2.56,26.87,31/12/2558,105.00,747.23,587.25,448.12,112.93,3.60,TCOAT
8.00,9.56,4.26,44.68,31/12/2559,105.00,727.67,593.19,486.98,79.52,6.14,TCOAT
2.11,3.39,1.58,16.64,31/12/2560,105.00,699.46,609.50,495.19,92.19,2.38,TCOAT
-4.50,-18.09,-0.10,-209.78,31/12/2557,"2,047.50","3,711.76","2,775.14",979.58,"1,795.56",-5.65,TFI
3.49,1.79,0.01,20.13,31/12/2558,"2,047.50","2,884.55","2,914.74","1,276.20","1,638.54",0.70,TFI
-0.37,-13.72,-0.06,-132.04,31/12/2559,"2,047.50","1,940.30","2,165.33",648.10,"1,517.23",-6.81,TFI
-2.65,-50.61,-0.13,-264.03,31/12/2560,"2,047.50","1,740.94","2,018.61",395.31,"1,623.29",-15.17,TFI
13.53,13.73,15.00,120.04,31/12/2557,80.00,"2,095.59","1,177.09",912.29,264.80,5.73,THIP
23.42,23.88,30.18,241.44,31/12/2558,80.00,"2,376.09","1,415.76","1,109.44",306.32,10.16,THIP
25.30,26.41,40.50,324.03,31/12/2559,80.00,"2,703.90","1,777.13","1,343.96",433.17,11.98,THIP
17.64,19.43,3.46,276.97,31/12/2560,80.00,"2,945.34","1,961.43","1,507.02",454.41,9.40,THIP
12.78,14.12,1.79,268.59,31/12/2557,150.00,"1,953.22","2,508.04","2,032.10",292.20,13.75,TMD
12.75,13.94,1.96,293.85,31/12/2558,150.00,"1,933.68","2,651.12","2,183.12",269.49,15.20,TMD
12.53,13.84,2.09,312.88,31/12/2559,150.00,"1,973.90","2,797.68","2,337.07",257.54,15.85,TMD
10.75,11.87,1.89,283.81,31/12/2560,150.00,"2,040.30","2,921.76","2,444.90",271.91,13.91,TMD
9.96,10.73,16.37,98.20,31/12/2557,60.00,"1,368.44","1,119.02",950.04,168.98,7.18,TOPP
8.92,9.76,16.05,96.32,31/12/2558,60.00,"1,462.48","1,241.48","1,023.68",217.80,6.59,TOPP
9.55,10.28,18.23,109.37,31/12/2559,60.00,"1,512.92","1,261.47","1,105.15",156.32,7.23,TOPP
9.81,10.34,19.71,118.28,31/12/2560,60.00,"1,590.57","1,414.77","1,183.26",231.52,7.44,TOPP
15.41,19.58,1.04,393.11,31/12/2559,400.00,"5,024.97","3,891.62","2,620.67","1,152.16",7.82,TPBI
5.99,6.87,0.44,177.75,31/12/2560,400.00,"4,783.90","4,208.40","2,552.67","1,508.75",3.72,TPBI
3.81,3.44,0.73,27.38,31/12/2557,375.00,324.02,962.17,804.21,157.65,8.45,TPP
1.99,1.79,0.38,14.36,31/12/2558,375.00,296.28,932.82,802.77,129.75,4.85,TPP
1.74,1.48,0.32,11.85,31/12/2559,375.00,287.07,926.65,803.37,123.03,4.13,TPP
2.05,2.07,0.45,16.72,31/12/2560,375.00,268.59,935.41,808.83,126.36,6.22,TPP
0.61,-1.00,-0.04,-17.54,31/12/2557,480.10,"4,833.60","4,025.68","1,741.76","2,281.97",-0.36,AMC
-5.65,-14.79,-0.50,-241.78,31/12/2558,480.10,"4,261.23","2,977.10","1,527.17","1,449.92",-5.67,AMC
12.66,20.52,0.73,349.30,31/12/2559,480.10,"5,125.99","3,733.21","1,877.26","1,855.94",6.81,AMC
5.63,7.92,0.31,150.51,31/12/2560,480.10,"5,130.77","3,840.55","1,923.32","1,907.01",2.93,AMC
0.76,0.51,0.01,9.60,31/12/2557,"1,132.50","1,940.78","1,886.96","1,854.19",32.77,0.49,BSBM
-3.88,-4.75,-0.08,-86.06,31/12/2558,"1,132.50","2,054.27","2,026.82","1,768.13",258.69,-4.19,BSBM
15.40,14.45,0.24,268.10,31/12/2559,"1,132.50","2,510.45","2,014.63","1,943.43",71.20,10.68,BSBM
8.23,6.79,0.12,131.89,31/12/2560,"1,132.50","2,376.77","2,012.27","1,939.42",72.84,5.55,BSBM
6.59,5.38,0.19,122.97,31/12/2557,630.16,"2,248.68","4,255.31","2,377.06","1,220.79",5.47,CEN
-3.88,-7.66,-0.27,-189.02,31/12/2558,745.14,"1,577.25","5,338.26","2,559.11","1,111.60",-11.98,CEN
-2.55,-4.92,-0.17,-123.20,31/12/2559,745.14,"2,013.04","5,927.63","2,443.95","1,922.16",-6.12,CEN
-4.98,-6.37,-0.21,-156.66,31/12/2560,745.14,"2,550.55","6,052.97","2,473.09","2,136.79",-6.14,CEN
12.68,13.02,0.50,148.58,31/07/2557,300.00,767.35,"1,246.69","1,191.88",54.82,19.36,CITY
10.88,11.17,0.46,138.08,31/07/2558,300.00,680.72,"1,314.28","1,281.60",32.68,20.28,CITY
5.18,5.23,0.23,67.80,31/07/2559,300.00,525.77,"1,326.76","1,312.63",14.13,12.89,CITY
4.32,4.28,0.19,56.78,31/07/2560,300.00,389.20,"1,349.08","1,337.82",11.26,14.59,CITY
2.36,2.29,0.06,16.66,31/01/2561,300.00,188.26,"1,359.07","1,324.37",34.70,8.85,CITY
8.82,16.90,0.28,140.45,31/12/2557,496.17,"3,866.33","2,501.31",868.94,"1,632.37",3.63,CSP
-5.35,-23.89,-0.36,-176.84,31/12/2558,496.17,"2,650.62","2,277.10",611.54,"1,665.56",-6.67,CSP
6.97,17.26,0.23,115.55,31/12/2559,496.17,"2,727.16","2,040.43",727.09,"1,313.34",4.24,CSP
-1.54,-9.47,-0.12,-63.61,31/12/2560,496.17,"2,850.05","2,047.26",615.80,"1,431.46",-2.23,CSP
-1.20,-3.06,-0.00,-418.35,31/12/2557,"73,039.11","14,692.30","19,832.86","13,463.68","6,369.18",-2.85,GJS
-6.46,-11.92,-0.14,"-1,514.53",31/12/2558,"73,039.11","12,309.25","18,000.02","11,949.15","6,050.87",-12.30,GJS
1.10,-0.06,-0.00,-7.14,31/12/2559,"73,039.11","11,761.36","17,812.87","11,942.28","5,870.59",-0.06,GJS
6.75,7.62,0.09,990.33,31/12/2560,"96,104.09","16,265.58","19,545.75","14,053.60","5,492.15",6.09,GJS
-4.47,-24.80,-0.05,"-1,870.08",31/12/2557,"34,250.90","24,245.17","37,466.68","6,462.65","21,252.53",-7.71,GSTEL
-10.25,-66.78,-0.47,"-3,223.38",31/12/2558,"34,250.90","23,093.38","33,435.70","3,191.61","21,518.99",-13.96,GSTEL
-1.06,-39.07,-0.15,"-1,043.27",31/12/2559,"34,250.90","21,988.77","32,614.67","2,148.35","21,746.44",-4.74,GSTEL
4.23,-18.81,-0.06,-387.68,31/12/2560,"34,250.90","28,738.62","32,172.05","1,973.06","19,781.24",-1.35,GSTEL
1.25,2.60,0.03,219.62,31/12/2557,"7,795.71","13,810.69","12,182.26","8,572.86","3,609.40",1.59,INOX
1.12,1.39,0.02,119.87,31/12/2558,"7,795.71","11,826.20","11,172.43","8,693.18","2,479.25",1.01,INOX
5.11,6.59,0.08,588.97,31/12/2559,"7,795.71","13,764.22","11,878.40","9,176.16","2,702.24",4.28,INOX
4.06,3.46,0.04,316.06,31/12/2560,"7,795.71","15,585.96","12,961.87","9,095.91","3,865.96",2.03,INOX
9.86,12.08,0.39,148.65,31/03/2557,383.00,"3,395.61","2,297.37","1,270.10",845.43,4.38,LHK
9.42,10.59,0.36,137.55,31/03/2558,383.00,"3,416.86","2,395.51","1,327.30",875.27,4.03,LHK
7.59,7.31,0.26,97.69,31/03/2559,383.00,"3,208.22","2,217.41","1,344.46",678.66,3.05,LHK
12.53,12.79,0.46,176.56,31/03/2560,383.00,"3,227.71","2,271.46","1,415.62",655.42,5.47,LHK
15.66,15.26,0.41,155.82,31/12/2560,383.00,"2,556.41","2,146.20","1,418.36",530.47,6.10,LHK
-1.74,-2.49,-0.00,-12.41,31/12/2557,"19,833.26",177.44,958.59,939.58,19.01,-6.99,MAX
-3.29,-1.62,-0.00,-15.11,31/12/2558,"19,833.54",114.54,917.59,925.01,6.30,-13.19,MAX
6.92,8.74,0.00,84.57,31/12/2559,"19,833.54",261.85,"1,407.90","1,010.82",317.94,32.30,MAX
-0.44,-3.53,-0.00,-43.76,31/12/2560,"29,850.29",625.34,"2,006.57","1,468.00",328.02,-7.00,MAX
3.38,3.71,0.16,82.02,31/12/2557,500.00,"1,066.47","2,657.78","2,068.96",588.79,7.69,MCS
20.60,27.85,1.24,618.22,31/12/2558,500.00,"3,653.71","3,793.24","2,370.66","1,426.15",16.92,MCS
36.57,47.11,2.60,"1,229.26",31/12/2559,500.00,"5,746.08","3,826.41","2,848.16",985.30,21.39,MCS
15.75,18.52,1.08,499.04,31/12/2560,500.00,"3,158.36","3,746.84","2,541.56","1,196.02",15.80,MCS
-1.73,-25.14,-0.57,-998.68,31/12/2557,"1,501.67","10,489.45","16,486.77","4,467.00","11,990.37",-9.52,MILL
7.92,13.35,0.21,683.90,31/12/2558,"1,621.76","13,605.41","19,235.95","5,776.15","13,418.04",5.03,MILL
5.42,6.84,0.10,395.50,31/12/2559,"1,621.79","19,700.47","17,850.53","5,788.89","12,027.45",2.01,MILL
4.36,2.51,0.03,146.95,31/12/2560,"1,621.79","20,134.08","17,640.60","5,897.51","11,714.13",0.73,MILL
7.46,8.22,0.27,181.08,31/12/2557,660.00,"7,019.95","4,000.96","2,162.46","1,838.50",2.58,PAP
1.02,-2.06,-0.07,-42.99,31/12/2558,660.00,"6,615.59","3,317.83","2,010.60","1,307.22",-0.65,PAP
19.45,23.92,0.83,546.38,31/12/2559,660.00,"7,150.37","3,707.87","2,556.98","1,150.88",7.64,PAP
9.46,11.38,0.44,292.42,31/12/2560,660.00,"8,215.72","4,844.54","2,581.22","2,263.33",3.56,PAP
2.73,2.11,0.04,18.06,31/12/2557,500.00,"5,963.81","4,517.35",866.27,"3,651.08",0.30,PERM
-5.22,-36.53,-0.53,-263.74,31/12/2558,500.00,"4,595.05","3,283.27",577.53,"2,705.74",-5.74,PERM
15.68,52.59,0.82,412.29,31/12/2559,500.00,"5,232.50","4,004.88",990.51,"3,014.37",7.88,PERM
6.72,14.39,0.30,147.82,31/12/2560,500.00,"5,429.77","3,704.15","1,064.46","2,639.69",2.72,PERM
13.02,45.27,0.28,306.82,31/12/2557,"2,400.00","3,668.64","3,578.47","1,042.77","2,267.14",8.36,RICH
-1.23,-17.20,-0.07,-165.15,31/12/2558,"2,400.00","3,802.73","4,286.02",877.62,"3,172.87",-4.34,RICH
-29.72,-277.97,-0.47,"-1,144.83",31/12/2559,"3,115.27","3,228.80","2,782.22",-53.92,"2,656.30",-35.46,RICH
-59.36,N.A.,-0.42,"-1,318.09",31/12/2560,"3,115.27",682.37,"1,419.33","-1,372.01","2,713.39",-193.16,RICH
4.29,4.52,0.09,95.12,31/12/2557,"1,045.13","3,027.73","3,898.94","2,097.80","1,801.15",3.14,SAM
-0.79,-2.86,-0.06,-59.12,31/12/2558,"1,045.13","3,224.83","4,042.11","2,039.02","2,003.09",-1.83,SAM
2.54,2.04,0.04,42.06,31/12/2559,"1,045.13","2,871.59","3,831.22","2,081.08","1,750.14",1.46,SAM
-1.24,-3.89,-0.08,-79.29,31/12/2560,"1,045.13","2,703.63","3,800.25","1,999.56","1,800.69",-2.93,SAM
10.68,10.00,0.37,194.44,31/12/2557,530.00,"2,099.53","2,228.83","1,973.01",255.83,9.26,SMIT
8.66,7.89,0.30,159.22,31/12/2558,530.00,"1,944.97","2,313.96","2,060.82",253.14,8.19,SMIT
10.27,9.42,0.37,196.85,31/12/2559,530.00,"2,058.72","2,405.94","2,119.44",286.51,9.56,SMIT
12.02,11.25,0.46,242.45,31/12/2560,530.00,"2,182.04","2,564.76","2,188.97",375.79,11.11,SMIT
-2.04,-67.84,-0.15,"-4,903.03",31/12/2557,"32,166.26","66,082.47","77,293.27","4,659.93","71,833.35",-7.42,SSI
-0.91,N.A.,-1.27,"-40,840.17",31/12/2558,"32,166.26","20,495.46","28,664.77","-36,945.71","64,903.77",-199.26,SSI
-0.76,N.A.,-0.09,"-2,869.11",31/12/2559,"32,166.26","20,472.78","24,227.88","-44,089.21","67,667.36",-14.01,SSI
22.39,N.A.,4.07,"4,534.66",31/12/2560,"1,113.02","28,455.02","25,537.75","-39,554.22","64,473.89",15.94,SSI
9.32,13.09,5.08,325.31,31/12/2557,640.00,"5,551.50","4,142.72","2,523.84","1,613.52",5.86,SSSC
6.83,7.77,3.09,197.49,31/12/2558,640.00,"4,808.19","3,859.15","2,557.16","1,296.21",4.11,SSSC
9.74,10.50,4.34,277.81,31/12/2559,640.00,"4,584.16","3,630.97","2,736.94",888.38,6.06,SSSC
7.12,7.24,0.31,200.38,31/12/2560,640.00,"4,803.59","3,840.23","2,795.71","1,039.66",4.17,SSSC
2.11,1.92,0.00,23.08,31/12/2557,"1,268.30","1,453.48","2,130.70","1,344.72",786.00,1.59,TGPRO
-4.99,-8.49,-0.02,-133.40,31/12/2558,"1,755.52","1,421.27","2,419.79","1,796.09",623.85,-9.39,TGPRO
0.98,0.22,0.00,4.29,31/12/2559,"2,084.89","1,396.38","3,206.93","2,129.68","1,077.45",0.31,TGPRO
1.00,0.31,0.00,6.58,31/12/2560,"2,116.66","1,487.66","3,290.83","2,168.01","1,123.06",0.44,TGPRO
5.35,10.25,0.24,94.86,31/12/2557,400.01,"16,944.75","4,066.52",972.38,"3,279.97",0.56,THE
-16.29,-63.14,-1.76,-740.34,31/12/2558,550.01,"14,008.65","4,097.63","1,372.76","2,700.64",-5.28,THE
14.44,35.51,0.99,545.29,31/12/2559,550.01,"15,839.73","5,403.33","1,698.07","3,677.25",3.44,THE
4.76,11.27,0.18,200.50,31/12/2560,550.01,"13,826.19","5,748.10","1,860.47","3,876.92",1.45,THE
-1.21,-1.40,-2.44,-14.62,31/03/2557,60.00,583.68,"1,073.18","1,019.57",53.61,-2.50,TIW
-0.84,-0.79,-1.33,-8.00,31/03/2558,60.00,558.43,"1,073.10",999.57,73.53,-1.43,TIW
-6.42,-6.69,-10.73,-64.38,31/03/2559,60.00,355.30,960.37,925.46,34.91,-18.12,TIW
-4.06,-4.41,-6.22,-37.31,31/03/2560,60.00,345.37,877.36,768.14,109.21,-10.80,TIW
7.78,8.80,9.53,57.16,31/12/2560,60.00,355.03,898.47,819.30,79.17,16.10,TIW
8.88,15.36,0.77,334.38,31/12/2557,435.38,"12,296.55","5,245.05","2,169.38","3,075.68",2.72,TMT
9.40,14.65,0.74,320.63,31/12/2558,435.38,"11,635.81","4,619.70","2,207.01","2,412.69",2.76,TMT
22.14,36.17,2.09,911.54,31/12/2559,435.38,"12,522.17","6,078.87","2,832.97","3,245.90",7.28,TMT
13.09,22.68,1.47,641.04,31/12/2560,435.38,"14,383.52","7,064.67","2,820.94","4,243.73",4.46,TMT
2.40,0.34,,30.79,31/03/2557,"8,421.54","25,440.10","16,195.04","9,027.79","7,178.57",0.12,TSTH
-1.06,-6.99,-0.07,-609.76,31/03/2558,"8,421.54","21,410.46","13,639.52","8,411.28","5,240.83",-2.85,TSTH
2.69,1.82,0.02,154.22,31/03/2559,"8,421.54","16,872.26","12,896.93","8,566.86","4,342.69",0.91,TSTH
4.19,2.47,0.03,214.48,31/03/2560,"8,421.54","19,754.66","12,936.91","8,778.06","4,172.20",1.09,TSTH
5.22,5.05,0.05,454.56,31/03/2561,"8,421.54","22,307.26","12,672.92","9,240.51","3,445.97",2.04,TSTH
19.76,23.84,11.87,320.43,31/12/2557,270.00,"2,052.68","1,631.73","1,510.11",121.62,15.61,TWP
3.78,3.96,2.23,60.28,31/12/2558,270.00,"1,725.09","1,644.65","1,536.77",107.88,3.49,TWP
4.25,2.14,0.12,32.92,31/12/2559,270.00,"1,523.37","1,692.69","1,542.97",149.72,2.16,TWP
4.60,5.12,0.30,80.57,31/12/2560,270.00,"1,884.78","1,973.04","1,606.23",366.81,4.27,TWP
1.47,0.58,0.05,31.92,31/12/2557,"6,035.04","8,478.15","9,061.16","5,512.45","3,548.71",0.38,TYCN
-4.54,-8.41,-0.75,-444.97,31/12/2558,"5,967.49","7,170.39","7,198.64","5,073.43","2,125.21",-6.21,TYCN
2.27,1.37,0.12,70.16,31/12/2559,"5,967.49","6,395.76","6,973.79","5,147.76","1,826.03",1.10,TYCN
3.09,3.59,0.32,188.29,31/12/2560,"5,967.49","7,576.88","7,849.83","5,334.30","2,515.53",2.49,TYCN
9.12,12.95,0.29,155.24,31/12/2557,587.58,"2,662.56","2,617.42","1,335.24","1,104.04",5.83,CCP
3.64,3.93,0.02,53.66,31/12/2558,655.07,"2,414.08","2,769.81","1,396.55","1,199.70",2.22,CCP
1.59,0.85,0.00,11.83,31/12/2559,692.01,"2,326.22","2,936.18","1,387.31","1,387.47",0.51,CCP
0.20,-1.67,-0.01,-22.53,31/12/2560,692.01,"2,363.91","2,976.24","1,317.50","1,514.89",-0.95,CCP
31.03,44.82,0.30,"1,226.66",31/12/2557,408.00,"7,198.09","5,193.89","2,762.04","2,388.57",17.04,DCC
33.87,47.03,0.21,"1,372.44",31/12/2558,652.80,"7,184.28","5,134.26","3,074.12","2,013.72",19.10,DCC
32.91,44.41,0.22,"1,421.72",31/12/2559,652.80,"7,183.22","5,749.83","3,328.87","2,372.61",19.79,DCC
20.68,32.59,0.17,"1,116.87",31/12/2560,652.80,"7,392.66","7,097.25","3,525.29","3,316.40",15.11,DCC
31.19,32.57,1.60,328.75,31/12/2557,205.43,"1,879.54","1,404.25","1,068.08",336.18,17.49,DCON
16.78,17.58,0.08,176.19,31/12/2558,213.96,"1,166.60","1,342.37",936.03,406.36,15.10,DCON
10.06,9.86,0.03,138.14,31/12/2559,428.55,"1,034.74","2,140.90","1,865.68",272.28,13.35,DCON
12.33,10.96,0.05,223.31,31/12/2560,475.16,"1,094.62","2,469.80","2,210.29",252.11,20.40,DCON
10.34,12.73,0.28,289.29,31/12/2557,"1,047.96","4,250.05","3,791.06","2,244.52","1,546.54",6.81,DRT
12.22,14.49,0.32,330.99,31/12/2558,"1,047.96","4,174.32","3,592.68","2,324.00","1,268.68",7.93,DRT
15.04,18.58,0.39,392.03,31/12/2559,"1,047.96","4,160.85","3,237.51","1,895.72","1,341.79",9.42,DRT
16.73,21.16,0.43,411.61,31/12/2560,"1,047.96","4,184.67","3,017.15","1,994.51","1,022.64",9.84,DRT
7.62,10.50,0.27,629.17,31/03/2558,"2,800.00","7,184.14","12,000.62","8,198.56","3,800.27",8.76,EPG
13.50,16.24,0.50,"1,413.47",31/03/2559,"2,800.00","9,187.67","12,597.97","9,208.26","3,386.52",15.38,EPG
11.81,14.45,0.49,"1,380.98",31/03/2560,"2,800.00","9,578.70","12,785.32","9,910.75","2,861.02",14.42,EPG
8.55,10.53,0.27,759.17,31/12/2560,"2,800.00","7,394.60","12,960.68","9,933.55","3,003.18",10.27,EPG
4.88,4.30,0.04,185.71,31/12/2557,"4,728.45","3,429.36","5,797.83","4,949.99",847.84,5.42,GEL
2.34,2.48,0.02,118.71,31/12/2558,"4,728.44","2,412.48","5,120.08","4,621.78",498.30,4.92,GEL
1.83,1.78,0.02,84.03,31/12/2559,"4,728.45","1,685.22","5,820.50","4,821.07",999.42,4.99,GEL
-1.73,-2.19,-0.02,-105.45,31/12/2560,"4,588.20","1,789.09","6,229.08","4,828.97","1,365.38",-5.89,GEL
11.64,23.57,0.55,164.22,31/12/2557,300.00,"1,733.61","2,280.78",771.27,"1,321.96",9.47,PPP
10.28,16.82,0.46,136.96,31/12/2558,300.00,"1,514.22","2,208.10",857.22,"1,141.83",9.04,PPP
10.89,17.06,0.52,154.89,31/12/2559,300.00,"1,563.15","2,145.65",958.10,968.76,9.91,PPP
7.61,10.30,0.33,98.39,31/12/2560,300.00,"1,370.82","2,008.89",952.06,832.80,7.18,PPP
6.70,6.42,0.32,128.27,31/12/2557,400.00,"2,121.01","2,335.38","2,012.86",322.52,6.05,Q-CON
0.10,0.36,0.02,7.22,31/12/2558,400.00,"1,748.42","2,171.26","1,951.63",219.63,0.41,Q-CON
-4.92,-5.76,-0.27,-107.74,31/12/2559,400.00,"1,487.49","2,032.37","1,787.89",244.48,-7.24,Q-CON
0.15,0.31,0.01,5.46,31/12/2560,400.00,"1,712.14","2,021.62","1,793.34",228.27,0.32,Q-CON
2.27,0.75,0.01,4.17,31/12/2557,388.74,994.30,"1,128.98",619.19,509.79,0.42,RCI
-2.86,-9.97,-0.18,-69.43,31/12/2558,462.63,819.27,"1,122.48",773.74,348.73,-8.47,RCI
-2.16,-4.15,-0.07,-31.20,31/12/2559,462.63,696.28,"1,002.78",728.68,274.10,-4.48,RCI
-31.84,-54.03,-0.55,-252.57,31/12/2560,462.63,532.19,561.48,206.32,355.16,-47.46,RCI
10.86,19.83,28.01,"33,615.33",31/12/2557,"1,200.00","503,577.25","465,822.63","177,283.05","256,505.59",6.68,SCC
14.12,23.68,37.83,"45,399.71",31/12/2558,"1,200.00","460,041.16","509,980.64","206,161.03","266,974.93",9.87,SCC
15.49,25.14,46.74,"56,084.19",31/12/2559,"1,200.00","450,573.26","539,687.99","240,023.01","258,069.87",12.45,SCC
14.48,21.97,45.87,"55,041.25",31/12/2560,"1,200.00","482,449.47","573,412.03","261,097.57","271,587.12",11.41,SCC
19.38,25.33,22.10,"5,082.44",31/12/2557,"2,300.00","32,238.08","35,516.91","20,896.38","14,614.31",15.77,SCCC
16.80,21.30,19.91,"4,579.21",31/12/2558,"2,300.00","31,481.93","37,507.63","22,091.88","15,415.74",14.55,SCCC
11.33,17.70,17.02,"3,914.12",31/12/2559,"2,300.00","34,979.09","61,743.72","22,143.27","39,599.46",11.19,SCCC
