ROA(%),ROE(%),กำไรต่อหุ้น (บาท),กำไรสุทธิ,งวดงบการเงิน ณ วันที่,มูลค่าหุ้นที่เรียกชำระแล้ว,รายได้รวม,สินทรัพย์รวม,ส่วนของผู้ถือหุ้น,หนี้สินรวม,อัตรากำไรสุทธิ(%),Stock
9.50,14.58,0.86,"2,702.56",31/12/2559,"3,145.90","20,818.40","37,789.97","19,423.31","18,366.03",12.98,AP
9.88,15.38,1.00,"3,157.10",31/12/2560,"3,145.90","22,851.09","43,936.04","21,636.64","22,303.03",13.82,AP
5.31,16.99,0.01,31.76,31/12/2557,"2,143.59",891.96,"1,602.78",202.77,"1,400.01",3.56,APEX
7.10,21.84,0.03,65.62,31/12/2558,"2,500.29",785.69,"1,970.17",398.14,"1,572.04",8.35,APEX
7.13,10.16,0.02,61.89,31/12/2559,"2,999.85",844.96,"1,656.09",819.57,836.52,7.32,APEX
-2.32,-14.85,-0.04,-113.22,31/12/2560,"1,499.92",345.12,"2,045.93",705.12,"1,340.81",-32.81,APEX
-4.91,-5.33,-0.04,-285.61,31/12/2557,"253,479.27","1,768.26","7,009.80","6,217.51",792.28,-16.15,AQ
-33.33,-43.65,-0.17,"-2,216.81",31/12/2558,"6,336.98","1,546.62","6,219.67","3,939.23","2,280.44",-143.33,AQ
-64.86,-181.28,-0.30,"-3,744.51",31/12/2559,"6,337.34","1,258.84","5,337.13",192.03,"5,145.11",-297.46,AQ
-2.28,-8.70,-0.00,-164.71,31/12/2560,"42,657.34",765.79,"6,937.17","3,592.33","3,344.84",-21.51,AQ
4.95,4.75,0.10,"2,096.22",31/03/2557,"20,643.89","7,070.60","55,219.86","47,829.60","7,390.26",29.65,BLAND
2.82,2.59,0.06,"1,203.42",31/03/2558,"20,662.34","5,971.61","64,233.99","45,034.37","11,196.96",20.15,BLAND
7.03,7.45,0.18,"3,443.02",31/03/2559,"20,662.46","8,973.32","62,982.81","47,400.25","7,528.48",38.37,BLAND
4.91,3.86,0.10,"1,848.56",31/03/2560,"20,662.46","9,429.56","65,773.24","48,394.38","9,367.50",19.60,BLAND
3.28,2.07,0.04,877.89,31/12/2560,"20,662.46","8,161.04","64,405.20","47,787.19","8,513.18",10.76,BLAND
1.21,0.99,0.01,12.14,31/12/2557,"1,025.00",87.98,"1,267.25","1,231.03",36.22,13.79,BROCK
0.82,0.67,0.01,8.26,31/12/2558,"1,025.00",81.04,"1,269.52","1,239.29",30.23,10.19,BROCK
0.56,0.44,0.01,5.46,31/12/2559,"1,025.00",75.44,"1,253.27","1,224.01",29.26,7.23,BROCK
0.37,0.28,0.00,3.48,31/12/2560,"1,025.00",96.16,"1,260.17","1,227.45",32.72,3.61,BROCK
3.06,1.38,0.01,64.92,31/12/2557,"7,336.29",834.44,"7,911.81","5,005.32","2,906.49",7.78,CGD
-3.89,-8.61,-0.06,-456.60,31/12/2558,"7,336.29",516.04,"10,141.42","5,605.53","4,224.72",-88.48,CGD
-1.30,-4.94,-0.04,-275.93,31/12/2559,"7,336.30",590.07,"12,667.32","5,571.40","6,694.25",-46.76,CGD
0.10,-2.59,-0.02,-144.30,31/12/2560,"8,266.13","1,107.64","16,782.29","5,560.15","10,868.24",-13.03,CGD
2.25,-1.58,-0.03,-20.57,31/12/2557,720.00,"1,692.64","4,884.70","1,262.34","3,278.33",-1.22,CI
7.38,10.19,0.19,131.67,31/12/2558,720.00,"2,802.07","6,814.45","1,323.21","4,787.58",4.70,CI
8.44,11.44,0.20,158.90,31/12/2559,790.87,"3,142.77","7,328.28","1,455.73","5,039.76",5.06,CI
2.39,1.28,0.02,18.63,31/12/2560,889.73,"2,388.48","7,857.04","1,452.79","5,332.06",0.78,CI
11.39,18.93,1.63,"7,306.95",31/12/2557,"2,244.00","24,766.60","89,035.19","41,020.71","47,287.27",29.50,CPN
10.37,18.12,1.76,"7,880.31",31/12/2558,"2,244.00","26,621.15","103,044.63","45,936.59","56,243.52",29.60,CPN
11.24,18.87,2.06,"9,243.80",31/12/2559,"2,244.00","30,113.84","104,527.35","52,037.05","51,522.55",30.70,CPN
14.06,23.84,3.02,"13,567.64",31/12/2560,"2,244.00","35,455.99","120,573.59","61,801.02","56,693.80",38.27,CPN
5.52,6.34,0.06,279.74,31/12/2557,"5,022.25","1,481.70","6,794.11","4,549.16","2,124.91",18.88,ESTAR
2.66,2.92,0.03,132.74,31/12/2558,"5,022.25","1,758.05","6,260.33","4,533.26","1,608.12",7.55,ESTAR
4.49,4.43,0.04,202.49,31/12/2559,"5,022.25","1,967.64","5,791.06","4,610.23","1,064.21",10.29,ESTAR
6.28,8.62,0.08,406.05,31/12/2560,"5,022.25","2,623.94","5,966.54","4,815.31","1,035.91",15.47,ESTAR
2.02,-0.93,-0.01,-18.11,31/12/2557,"3,237.32",820.68,"3,238.78","2,482.23",756.55,-2.21,EVER
-1.39,-3.95,-0.03,-96.24,31/12/2558,"3,237.32",777.99,"3,798.97","2,388.32","1,277.33",-12.37,EVER
-1.47,-3.67,-0.03,-94.92,31/12/2559,"3,884.78","1,005.31","5,365.64","2,786.04","2,440.92",-9.44,EVER
-3.18,-10.53,-0.07,-278.91,31/12/2560,"3,884.78",725.44,"8,312.45","2,509.61","5,670.35",-38.45,EVER
9.56,11.69,0.16,848.83,31/12/2557,"5,529.22","4,734.01","17,796.34","7,684.29","9,202.86",17.93,GLAND
13.22,18.84,0.30,"1,732.38",31/12/2558,"5,874.52","5,160.08","24,431.92","10,706.58","12,961.42",33.57,GLAND
8.21,10.40,0.19,"1,112.21",31/12/2559,"5,908.93","3,603.59","26,397.87","10,677.60","15,075.82",30.86,GLAND
6.85,9.78,0.18,"1,069.89",31/12/2560,"5,951.45","2,855.36","29,056.43","11,199.91","17,157.21",37.47,GLAND
3.19,4.45,0.20,305.30,31/12/2557,"16,380.19","4,441.69","21,251.68","7,595.45","13,915.90",6.87,GOLD
4.89,8.38,0.40,661.47,31/12/2558,"7,780.59","8,615.39","22,114.16","8,196.39","14,190.67",7.68,GOLD
5.41,9.39,0.46,"1,046.30",31/12/2559,"11,037.67","11,180.34","28,823.65","14,096.34","15,009.81",9.36,GOLD
4.74,7.46,0.47,"1,093.71",30/09/2560,"11,037.67","9,421.74","30,804.67","14,653.25","16,440.93",11.61,GOLD
9.59,16.15,0.27,616.71,31/12/2560,"11,037.67","4,209.85","32,533.49","15,269.96","17,556.40",14.65,GOLD
-23.47,-24.70,-0.21,-82.23,31/12/2557,398.46,51.43,303.72,292.38,12.98,-159.89,GREEN
-21.17,-22.92,-0.28,-113.44,31/12/2558,585.50,40.50,761.84,697.41,66.08,-280.07,GREEN
-14.79,-15.14,-0.18,-106.19,31/12/2559,715.02,439.71,734.40,705.61,28.79,-24.15,GREEN
-8.29,-8.34,-0.08,-56.51,31/12/2560,715.02,58.33,667.75,649.10,18.65,-96.88,GREEN
7.71,10.26,0.22,58.15,31/12/2558,370.39,539.21,"1,449.58",745.77,703.80,10.78,J
1.27,0.77,0.02,5.65,31/12/2559,370.39,562.03,"2,264.92",725.50,"1,539.42",1.01,J
2.06,0.76,0.02,6.38,31/12/2560,480.85,758.32,"2,496.20",953.01,"1,527.18",0.84,J
2.87,1.70,0.03,23.80,31/12/2557,875.00,537.52,"2,686.01","1,412.35","1,273.66",4.43,KC
-15.45,-37.15,-0.47,-411.73,31/12/2558,875.00,936.78,"2,060.09",804.46,"1,255.62",-43.95,KC
7.42,10.34,0.10,88.12,31/12/2559,875.00,857.13,"1,544.93",900.53,644.40,10.28,KC
-1.21,-22.39,-0.26,-56.38,31/12/2557,"2,200.00",361.08,"1,654.58",223.67,"1,506.84",-15.62,KWG
-2.27,-35.41,-0.31,-67.26,31/12/2558,"2,200.00",321.11,"1,722.92",156.25,"1,662.54",-20.95,KWG
10.88,32.84,0.28,60.77,31/12/2559,"2,200.00",575.91,"2,429.39",213.87,"2,221.92",10.55,KWG
4.95,5.87,0.09,69.69,31/12/2560,"9,240.00",643.85,"4,738.44","2,162.14","2,584.97",10.82,KWG
8.06,9.87,0.53,434.85,31/12/2557,825.00,"2,383.80","7,348.26","4,513.29","2,834.97",18.24,LALIN
6.00,7.72,0.43,355.19,31/12/2558,825.00,"2,094.43","8,021.32","4,682.58","3,338.73",16.96,LALIN
7.37,10.37,0.61,500.31,31/12/2559,825.00,"2,722.12","9,184.83","4,968.34","4,216.49",18.38,LALIN
9.12,12.98,0.74,680.83,31/12/2560,925.00,"3,598.92","9,893.92","5,524.03","4,369.88",18.92,LALIN
14.66,22.05,0.80,"8,423.07",31/12/2557,"10,985.57","34,141.77","86,887.56","42,831.42","42,612.62",24.67,LH
11.43,17.91,0.69,"7,920.23",31/12/2558,"11,730.03","31,461.92","98,069.76","45,626.39","51,174.63",25.17,LH
11.10,18.62,0.73,"8,617.97",31/12/2559,"11,786.55","34,816.49","101,505.54","46,935.07","53,553.99",24.75,LH
12.97,21.57,0.88,"10,463.22",31/12/2560,"11,949.71","41,922.69","109,491.50","50,066.52","58,682.63",24.96,LH
13.85,20.18,1.37,"2,021.42",31/12/2557,"1,475.70","12,959.92","19,783.69","10,408.06","9,375.31",15.60,LPN
15.89,21.95,1.64,"2,413.40",31/12/2558,"1,475.70","16,673.64","19,625.30","11,581.20","8,044.05",14.47,LPN
14.37,18.14,1.47,"2,176.23",31/12/2559,"1,475.70","14,650.64","18,557.92","12,410.54","6,147.28",14.85,LPN
6.88,8.57,0.72,"1,062.32",31/12/2560,"1,475.70","9,655.14","21,006.73","12,385.96","8,592.92",11.00,LPN
6.97,10.88,1.19,"1,591.41",31/12/2557,"1,886.29","10,080.11","37,909.39","15,076.91","21,032.07",15.79,MBK
7.21,11.61,1.36,"1,815.18",31/12/2558,"1,886.29","12,212.88","40,549.38","16,198.22","22,608.74",14.86,MBK
7.37,11.77,1.54,"2,054.51",31/12/2559,"1,707.96","11,267.67","42,517.70","18,706.75","22,165.52",18.23,MBK
6.35,9.11,1.38,"1,840.85",31/12/2560,"1,707.96","10,497.09","46,552.39","21,722.14","24,367.69",17.54,MBK
7.38,24.55,0.77,659.35,31/12/2557,860.41,"6,190.77","13,589.38","3,015.90","10,520.01",10.65,MJD
2.67,3.79,0.14,124.31,31/12/2558,860.41,"3,501.91","14,793.89","3,537.26","11,256.62",3.55,MJD
6.60,10.98,0.48,411.82,31/12/2559,860.41,"5,405.66","15,894.83","3,963.11","11,931.72",7.62,MJD
1.11,-4.75,-0.21,-183.91,31/12/2560,860.41,"3,410.93","19,633.12","3,784.98","15,848.14",-5.39,MJD
7.92,8.33,0.52,447.33,31/12/2557,860.38,"2,384.90","7,361.25","5,464.14","1,891.39",18.76,MK
8.21,10.50,0.71,626.71,31/12/2558,992.01,"3,996.52","11,677.56","6,470.73","5,039.83",15.68,MK
4.83,5.38,0.35,350.79,31/12/2559,992.01,"3,081.29","13,507.82","6,580.90","6,814.40",11.38,MK
3.88,3.55,0.24,233.25,31/12/2560,992.01,"3,264.37","14,179.84","6,560.08","7,511.95",7.15,MK
4.20,4.89,0.10,114.07,31/12/2557,"1,185.99","1,843.53","5,213.11","2,370.47","2,842.63",6.19,NCH
4.87,5.18,0.10,124.93,31/12/2558,"1,185.99","2,137.33","5,014.36","2,451.52","2,562.84",5.85,NCH
1.82,0.84,0.02,20.72,31/12/2559,"1,245.28","1,435.97","5,097.08","2,465.33","2,631.75",1.44,NCH
2.03,0.76,0.02,18.82,31/12/2560,"1,245.28","1,456.96","4,765.22","2,489.34","2,275.88",1.29,NCH
-8.61,-17.88,-0.29,-444.74,31/12/2557,"1,559.37",660.17,"4,560.01","2,193.27","2,366.74",-67.37,NNCL
-1.89,-6.07,-0.09,-143.87,31/12/2558,"1,591.59","1,122.90","4,310.30","2,543.83","1,766.47",-12.81,NNCL
4.21,6.09,0.08,159.79,31/12/2559,"2,048.25",784.66,"3,903.55","2,701.17","1,202.37",20.36,NNCL
6.48,8.75,0.12,243.62,31/12/2560,"2,048.25",816.02,"4,010.63","2,869.01","1,141.63",29.85,NNCL
1.82,3.83,0.36,163.25,31/12/2557,"1,369.41","2,358.11","19,796.08","4,271.07","15,524.47",6.92,NOBLE
-2.01,-11.65,-1.02,-467.66,31/12/2558,"1,369.41",447.16,"22,942.36","3,757.77","19,184.04",-104.58,NOBLE
4.87,16.66,1.49,682.20,31/12/2559,"1,369.41","4,567.53","23,268.97","4,432.41","18,836.02",14.94,NOBLE
12.17,37.47,4.48,"2,043.67",31/12/2560,"1,369.41","9,731.31","22,501.00","6,476.08","16,024.37",21.00,NOBLE
2.40,1.65,0.04,57.42,31/12/2557,"4,046.72","1,271.58","7,858.93","4,315.83","3,395.62",4.52,NUSA
1.48,0.86,0.01,50.30,31/12/2558,"6,946.88","1,208.47","11,502.18","7,416.92","3,942.61",4.16,NUSA
-0.80,-2.76,-0.03,-201.85,31/12/2559,"6,947.13","1,042.21","12,345.38","7,209.69","4,985.55",-19.37,NUSA
-0.64,-3.40,-0.03,-240.87,31/12/2560,"6,947.13","1,560.67","12,854.04","6,961.66","5,753.75",-15.43,NUSA
19.10,37.97,0.79,386.32,31/12/2558,300.00,"2,055.08","3,347.49","1,748.15","1,599.07",18.80,ORI
16.00,32.35,0.58,637.56,31/12/2559,550.63,"3,199.04","6,758.41","2,193.49","4,014.91",19.93,ORI
17.88,55.25,1.26,"2,020.88",31/12/2560,813.15,"9,987.72","22,925.36","5,122.50","16,512.87",20.23,ORI
-2.72,-14.76,-0.18,-378.77,31/12/2557,"2,054.27",607.63,"19,236.70","2,380.91","17,580.84",-62.34,PACE
-6.52,-79.18,-0.63,"-1,785.02",31/12/2558,"3,261.68","3,512.30","25,932.15","2,127.60","23,804.55",-50.82,PACE
-6.13,-121.90,-0.67,"-2,326.40",31/12/2559,"3,758.03","5,466.74","31,831.16","1,689.21","30,141.95",-42.56,PACE
-15.71,8.69,0.05,171.12,31/12/2560,"3,758.03","9,270.89","32,422.63","2,246.94","30,160.69",1.85,PACE
4.09,4.54,0.07,398.80,31/12/2557,"5,782.95","12,845.33","31,305.12","8,952.39","22,294.80",3.10,PF
2.45,3.62,0.06,360.74,31/12/2558,"7,667.83","12,905.29","43,277.02","10,950.85","29,613.52",2.80,PF
3.23,3.58,0.05,399.50,31/12/2559,"7,667.83","15,552.52","48,790.22","11,388.66","34,853.44",2.57,PF
3.10,2.39,0.03,284.76,31/12/2560,"8,667.83","16,730.71","47,428.47","12,401.71","32,436.64",1.70,PF
11.57,11.62,0.24,629.53,31/12/2558,"2,800.00","1,768.47","9,546.78","8,202.82","1,343.95",35.60,PLAT
9.11,8.45,0.25,704.15,31/12/2559,"2,800.00","1,863.73","9,822.34","8,465.98","1,356.37",37.78,PLAT
9.78,8.98,0.28,771.94,31/12/2560,"2,800.00","2,058.77","10,490.85","8,733.92","1,756.92",37.50,PLAT
2.46,1.90,0.00,40.02,31/12/2557,"52,799.08",355.14,"3,398.72","2,939.38",459.34,11.27,POLAR
-2.62,-3.85,-0.03,-162.73,31/12/2558,"255,448.55",281.14,"6,472.37","5,504.44",967.92,-57.88,POLAR
-12.76,-14.96,-0.09,-754.50,31/12/2559,"255,448.55",290.44,"5,044.96","4,580.01",464.95,-259.78,POLAR
0.14,-2.17,-0.04,-13.03,31/12/2557,336.00,207.15,761.78,586.78,175.00,-6.29,PRECHA
0.04,-3.14,-0.05,-18.14,31/12/2558,336.00,236.95,660.91,568.64,92.27,-7.66,PRECHA
-3.48,-4.61,-0.08,-25.59,31/12/2559,336.00,109.07,620.66,542.36,78.30,-23.47,PRECHA
-6.76,-7.86,-0.12,-41.01,31/12/2560,336.00,63.88,587.09,501.19,85.90,-64.20,PRECHA
1.43,1.93,0.06,74.50,31/12/2557,"1,220.03","2,499.01","10,434.77","3,889.51","6,545.25",2.98,PRIN
1.65,1.71,0.05,66.40,31/12/2558,"1,220.01","2,658.75","9,842.46","3,894.91","5,947.55",2.50,PRIN
3.69,5.49,0.18,215.90,31/12/2559,"1,220.01","3,037.34","9,034.84","3,976.61","5,058.23",7.11,PRIN
5.55,7.81,0.26,317.02,31/12/2560,"1,220.01","3,218.14","8,430.63","4,146.81","4,283.83",9.85,PRIN
0.60,0.67,0.01,12.96,31/12/2557,947.72,373.77,"2,039.97","1,956.60",83.38,3.47,PRINC
0.85,0.89,0.02,17.53,31/12/2558,957.98,433.02,"2,087.29","1,985.82",101.47,4.05,PRINC
-0.78,-1.05,-0.04,-51.30,31/12/2559,"3,240.09",363.26,"9,578.28","7,830.68","1,747.60",-14.12,PRINC
-1.22,-4.29,-0.11,-345.10,31/12/2560,"3,240.09","2,395.97","13,088.21","8,246.29","4,164.11",-14.40,PRINC
11.81,16.77,2.72,"5,940.29",31/12/2559,"2,185.86","47,173.24","66,343.71","35,412.53","30,179.77",12.59,PSH
10.61,14.88,2.50,"5,456.42",31/12/2560,"2,186.80","44,112.90","72,243.69","37,909.09","33,584.15",12.37,PSH
9.33,18.28,0.36,"3,329.20",31/12/2557,"9,183.77","22,437.03","48,633.73","19,148.69","29,485.05",14.84,QH
7.79,15.27,0.29,"3,106.46",31/12/2558,"10,714.38","21,788.20","52,997.54","21,545.21","31,452.33",14.26,QH
7.28,13.87,0.29,"3,084.97",31/12/2559,"10,714.38","20,908.05","53,014.30","22,939.58","30,074.73",14.75,QH
7.85,14.50,0.32,"3,462.24",31/12/2560,"10,714.38","19,743.93","53,059.16","24,802.21","28,256.94",17.54,QH
16.52,22.77,0.42,245.05,31/12/2557,714.00,"1,239.37","2,204.03","1,542.53",661.50,19.77,RICHY
1.59,2.56,0.05,39.60,31/12/2558,785.40,513.91,"4,391.53","1,553.58","2,837.95",7.71,RICHY
0.80,0.60,0.01,9.26,31/12/2559,785.40,568.24,"5,570.31","1,520.37","4,049.95",1.63,RICHY
3.51,7.85,0.14,132.91,31/12/2560,975.20,"1,327.13","6,062.54","1,867.48","4,195.06",10.02,RICHY
14.31,41.91,0.34,"1,224.52",31/12/2557,"3,575.42","6,647.15","11,190.70","3,541.17","7,646.52",18.42,RML
12.29,22.55,0.25,900.90,31/12/2558,"3,575.48","5,145.49","9,946.98","4,448.42","5,495.99",17.51,RML
11.90,17.81,0.24,850.65,31/12/2559,"3,575.48","5,206.43","9,700.13","5,105.38","4,592.24",16.34,RML
3.25,3.80,0.05,192.92,31/12/2560,"3,575.48","3,015.90","10,457.98","5,049.48","5,391.26",6.40,RML
5.18,8.87,0.51,739.31,31/12/2557,"1,755.09","11,843.49","38,779.13","9,935.14","25,251.09",6.24,ROJNA
4.90,6.39,0.38,697.54,31/12/2558,"1,967.26","16,884.52","76,023.28","11,905.33","50,665.28",4.13,ROJNA
2.13,0.98,0.06,116.25,31/12/2559,"2,020.46","9,848.12","77,007.29","11,729.11","51,831.97",1.18,ROJNA
4.82,10.60,0.65,"1,313.26",31/12/2560,"2,020.46","12,288.92","45,829.25","13,042.76","27,990.13",10.69,ROJNA
-3.93,-7.98,-0.05,-250.78,31/12/2557,"4,712.35",402.43,"9,721.75","5,550.32","4,170.50",-62.32,S
-0.31,-3.20,-0.05,-260.84,31/12/2558,"5,715.34","2,316.18","25,307.63","10,764.19","13,377.49",-11.26,S
1.90,1.36,0.03,170.23,31/12/2559,"6,453.72","3,657.62","30,592.20","14,243.90","15,096.00",4.65,S
3.44,3.74,0.09,571.88,31/12/2560,"6,853.72","6,220.62","40,910.42","16,359.87","21,814.90",9.19,S
4.91,4.49,0.17,99.90,31/12/2557,589.41,"1,150.05","3,552.11","2,253.13","1,211.68",8.69,SAMCO
5.27,5.36,0.21,121.66,31/12/2558,589.41,"1,508.98","3,748.69","2,286.39","1,374.15",8.06,SAMCO
4.60,4.53,0.17,102.83,31/12/2559,589.41,"1,246.86","3,847.56","2,254.39","1,593.17",8.25,SAMCO
3.35,2.46,0.09,56.14,31/12/2560,641.80,"1,211.98","3,797.33","2,309.43","1,487.89",4.63,SAMCO
7.63,14.06,0.42,"1,558.13",31/12/2557,"3,714.97","12,692.06","28,968.79","11,636.35","17,332.44",12.28,SC
8.57,15.25,0.45,"1,895.28",31/12/2558,"4,179.33","14,183.78","30,957.38","13,224.96","17,732.42",13.36,SC
7.93,14.23,0.47,"1,968.21",31/12/2559,"4,179.33","14,504.18","33,486.57","14,440.90","19,045.67",13.57,SC
4.62,8.58,0.30,"1,258.58",31/12/2560,"4,179.33","12,472.40","38,498.16","14,913.21","23,582.73",10.09,SC
9.57,16.82,0.60,434.58,31/12/2557,765.87,"2,774.52","6,709.25","2,763.38","3,933.23",15.66,SENA
4.76,8.08,0.29,253.88,31/12/2558,"1,138.51","2,219.40","8,135.98","3,523.04","4,594.57",11.44,SENA
13.15,20.18,0.67,762.55,31/12/2559,"1,142.14","4,113.68","7,633.44","4,032.58","3,585.17",18.54,SENA
11.52,16.96,0.63,742.49,31/12/2560,"1,214.44","5,221.24","10,732.45","4,724.88","5,954.34",14.22,SENA
7.48,10.96,0.47,700.23,31/12/2557,"1,480.52","1,868.59","12,460.15","6,728.94","5,313.76",37.47,SF
16.28,18.98,0.79,"1,407.83",31/12/2558,"1,776.61","2,956.31","14,422.08","8,103.60","5,516.08",47.62,SF
8.05,11.40,0.54,963.98,31/12/2559,"1,776.61","2,006.26","14,920.32","8,801.09","5,288.62",48.05,SF
12.61,19.29,1.04,"1,841.10",31/12/2560,"1,776.61","2,872.34","17,239.65","10,289.20","6,095.42",64.10,SF
7.47,16.20,0.33,"3,393.14",31/12/2557,"14,581.89","29,528.72","73,147.16","24,815.00","48,330.96",11.49,SIRI
7.68,13.48,0.25,"3,505.92",31/12/2558,"15,285.49","38,455.25","69,451.02","27,197.61","42,252.57",9.12,SIRI
6.95,12.23,0.24,"3,380.43",31/12/2559,"15,285.49","34,395.08","72,774.04","28,095.41","44,678.02",9.83,SIRI
5.25,9.64,0.20,"2,824.71",31/12/2560,"15,903.13","31,799.68","80,149.70","30,507.26","49,671.87",8.88,SIRI
17.20,28.27,2.61,"4,478.11",31/12/2557,"1,716.55","18,671.39","38,030.82","17,425.65","20,053.33",23.98,SPALI
13.99,23.34,2.53,"4,348.72",31/12/2558,"1,716.55","21,523.16","47,287.19","19,831.45","26,837.16",20.20,SPALI
13.29,22.85,2.85,"4,886.53",31/12/2559,"1,716.55","23,571.28","51,679.59","22,945.59","28,067.57",20.73,SPALI
13.83,22.96,3.39,"5,812.05",31/12/2560,"1,716.55","25,789.05","55,701.80","27,682.31","27,321.41",22.54,SPALI
1.21,-9.42,-0.15,-169.15,31/12/2557,"1,283.50","1,465.14","7,409.30","2,060.25","5,240.27",-11.54,TFD
0.35,-14.45,-0.25,-278.13,31/12/2558,"1,283.50",874.44,"9,657.97","1,789.78","7,755.85",-31.81,TFD
0.65,-16.85,-0.25,-322.89,31/12/2559,"1,630.92",986.25,"9,680.54","2,043.85","7,519.95",-32.74,TFD
-0.18,-20.26,-0.27,-470.96,31/12/2560,"2,147.03","1,018.84","10,492.48","2,605.31","7,774.07",-46.23,TFD
5.35,7.56,0.76,761.74,31/12/2557,"1,099.14","6,164.95","31,209.12","11,464.36","19,743.50",12.36,TICON
4.81,6.65,0.70,769.74,31/12/2558,"1,099.14","5,349.09","36,293.76","11,687.02","24,604.26",14.39,TICON
3.31,2.38,0.25,275.03,31/12/2559,"1,099.14","2,479.17","36,092.73","11,412.11","24,675.06",11.09,TICON
2.73,2.64,0.27,480.01,31/12/2560,"1,834.14","2,410.56","40,799.93","24,926.29","15,865.69",19.91,TICON
-5.38,-8.57,-0.00,-629.82,31/12/2557,"361,275.42",446.97,"12,785.91","10,191.97","2,591.76",-140.91,U
-0.85,-1.87,-0.00,-276.87,31/12/2558,"561,362.30","1,258.17","21,995.19","19,436.92","2,557.82",-22.01,U
-0.68,-1.64,-0.00,-314.76,31/12/2559,"561,362.30","1,174.15","25,185.11","18,862.06","6,322.67",-26.81,U
-1.00,-5.75,-0.00,"-1,049.39",31/12/2560,"561,362.30","4,455.40","40,051.81","17,669.55","22,256.13",-23.55,U
3.57,5.62,0.21,395.03,31/12/2557,"1,911.93","9,656.32","31,037.63","7,199.11","20,663.69",4.09,UV
4.88,8.48,0.33,630.94,31/12/2558,"1,911.93","13,453.42","32,222.67","7,688.92","21,089.63",4.69,UV
6.37,12.79,0.56,"1,075.69",31/12/2559,"1,911.93","17,366.86","38,896.69","9,126.60","21,378.40",6.19,UV
4.73,8.75,0.44,838.44,30/09/2560,"1,911.93","13,810.93","41,649.75","9,577.92","23,372.18",6.07,UV
8.36,13.80,0.18,342.18,31/12/2560,"1,911.93","5,717.38","43,446.82","9,920.10","24,454.25",5.98,UV
11.09,22.67,1.02,978.62,31/12/2557,963.89,"5,057.69","15,952.03","4,480.07","11,471.96",19.35,WHA
9.55,16.89,0.16,"1,953.73",31/12/2558,"1,432.23","13,102.15","79,095.08","18,655.77","57,436.35",14.91,WHA
8.34,14.46,0.20,"2,898.16",31/12/2559,"1,432.24","19,324.97","74,783.64","21,429.40","52,821.37",15.00,WHA
7.69,14.00,0.23,"3,266.43",31/12/2560,"1,432.24","12,409.96","73,618.96","25,243.73","45,085.55",26.32,WHA
0.49,-2.35,-0.01,-3.84,31/12/2557,496.48,53.94,402.48,161.51,240.97,-7.11,WIN
0.40,-2.25,-0.01,-4.23,31/12/2558,510.13,99.94,537.56,213.67,287.53,-4.23,WIN
3.44,3.75,0.02,8.08,31/12/2559,510.13,86.27,540.19,217.11,281.61,9.37,WIN
-0.00,-2.75,-0.01,-7.15,31/12/2560,561.14,95.50,617.02,302.57,271.27,-7.49,WIN
20.03,22.26,3.14,"1,003.67",31/12/2557,320.00,"4,581.33","5,328.14","4,625.78",702.36,21.91,BJCHI
21.84,25.76,0.83,"1,320.18",31/12/2558,400.00,"5,753.91","6,857.32","5,625.02","1,232.30",22.94,BJCHI
1.90,2.17,0.07,112.40,31/12/2559,400.00,"5,324.53","5,139.25","4,735.04",404.22,2.11,BJCHI
-11.18,-11.97,-0.33,-523.87,31/12/2560,400.00,"1,512.70","4,230.83","4,019.50",211.33,-34.63,BJCHI
5.45,12.87,1.36,"2,296.26",31/12/2557,"1,693.90","35,470.13","80,872.24","19,124.72","61,401.56",6.47,CK
4.90,11.08,1.29,"2,192.64",31/12/2558,"1,693.90","38,027.75","93,065.90","20,457.29","72,210.23",5.77,CK
3.50,9.55,1.18,"2,002.40",31/12/2559,"1,693.90","47,597.15","94,928.37","21,480.64","73,074.05",4.21,CK
3.83,8.05,1.07,"1,810.01",31/12/2560,"1,693.90","38,553.61","79,274.46","23,486.22","55,401.38",4.69,CK
-6.83,-18.39,-0.35,-353.40,31/12/2557,"1,002.90","9,437.20","5,211.22","1,695.31","3,486.16",-3.74,CNT
1.57,1.36,0.02,23.19,31/12/2558,"1,002.90","7,354.59","4,551.23","1,715.73","2,802.24",0.32,CNT
2.98,7.98,0.14,140.48,31/12/2559,"1,002.90","7,003.29","5,009.88","1,805.89","3,171.04",2.01,CNT
2.53,5.08,0.09,94.47,31/12/2560,"1,027.90","7,943.55","5,812.83","1,911.23","3,879.02",1.19,CNT
-12.02,-28.03,-0.09,-203.69,31/12/2557,"3,557.23","1,904.59","2,270.29","1,219.14","1,181.53",-10.69,EMC
-7.50,-15.89,-0.07,-297.65,31/12/2558,"8,430.04",897.27,"3,316.36","2,528.43",917.44,-33.17,EMC
-7.95,-11.25,-0.03,-271.73,31/12/2559,"8,433.73",691.17,"3,096.61","2,303.48",918.61,-39.31,EMC
-22.11,-34.26,-0.08,-673.76,31/12/2560,"8,433.75",710.41,"2,915.62","1,629.42","1,412.97",-94.84,EMC
4.63,4.08,0.11,522.15,31/12/2557,"5,279.84","49,186.64","73,756.82","14,059.56","58,331.65",1.06,ITD
2.76,-2.64,-0.07,-361.74,31/12/2558,"5,279.84","52,044.96","78,095.14","13,316.81","63,518.63",-0.70,ITD
